股票代码,股票名称,东财行业,申万一级,申万二级,申万三级,概念标签,数据日期
688683,莱尔科技,电子化学品Ⅱ,电子,电子化学品Ⅱ,电子化学品Ⅲ,固态电池、广东板块、沪股通、电子、电子化学品Ⅱ、电子化学品Ⅲ、电池技术、融资融券,2026-09-18
688685,迈信林,航空装备Ⅱ,国防军工,航空装备Ⅱ,航空装备Ⅲ,专精特新、光通信模块、军工、军民融合、国防军工、江苏板块、沪股通、算力概念、航天航空、航空装备Ⅱ、航空装备Ⅲ、融资融券、通信技术,2026-09-18
688686,奥普特,自动化设备,机械设备,自动化设备,其他自动化设备,其他自动化设备、固态电池、国产芯片、小盘成长、小盘股、广东板块、机器人概念、机器视觉、机械设备、沪股通、电池技术、百元股、科创板做市股、自动化设备、苹果概念、融资融券、转债标的、锂电池概念,2026-09-18
688687,凯因科技,生物制品,医药生物,生物制品,其他生物制品,免疫治疗、其他生物制品、创新药、北京板块、医药生物、生物制品、病原体防治、病毒防治、破发股、肝炎概念、融资融券、重组蛋白,2026-09-18
688689,银河微电,半导体,电子,半导体,分立器件,IGBT概念、QFII重仓、专精特新、传感器、先进封装、分立器件、半导体、半导体概念、国产芯片、并购重组概念、新能源车、智能驾驶、机构重仓、氮化镓、江苏板块、汽车芯片、电子、碳化硅、第三代半导体、纳米银、融资融券,2026-09-18
688690,纳微科技,化学制药,医药生物,化学制药,原料药,2026一季报预增、2026中报预增、上证380、专精特新、化学制药、医药医疗风格、医药生物、原料药、小盘成长、小盘股、新材料、江苏板块、沪股通、科创板做市股、融资融券,2026-09-18
688691,灿芯股份,半导体,电子,半导体,集成电路制造,上海板块、专精特新、先进封装、半导体、半导体概念、国产芯片、小盘股、沪股通、电子、融资融券、集成电路制造,2026-09-18
688692,达梦数据,软件开发,计算机,软件开发,垂直应用软件,上证380、中盘成长、中盘股、中证500、云计算、人工智能、信创、国产软件、垂直应用软件、基金重仓、大数据、机构重仓、沪股通、湖北板块、百元股、融资融券、计算机、软件开发,2026-09-18
688693,锴威特,半导体,电子,半导体,分立器件,QFII重仓、专精特新、分立器件、半导体、半导体概念、江苏板块、汽车芯片、电子、第三代半导体、融资融券,2026-09-18
688695,中创股份,软件开发,计算机,软件开发,横向通用软件,AI应用、AI智能体、DeepSeek概念、信创、军工、国产软件、山东板块、微盘股、机构重仓、横向通用软件、物联网、破发股、融资融券、计算机、软件开发,2026-09-18
688696,极米科技,黑色家电,家用电器,黑色家电,其他黑色家电,专精特新、其他黑色家电、华为汽车、四川板块、基金重仓、家用电器、沪股通、百度概念、破发股、融资融券、西部大开发、黑色家电,2026-09-18
688697,纽威数控,通用设备,机械设备,通用设备,机床工具,大飞机、工业母机、机器人概念、机床工具、机械设备、江苏板块、沪股通、融资融券、通用设备,2026-09-18
688698,伟创电气,自动化设备,机械设备,自动化设备,工控设备,PLC概念、专精特新、人形机器人、光伏概念、同步磁阻电机、小盘成长、小盘股、工业母机、工控设备、机器人概念、机械设备、江苏板块、沪股通、自动化设备、融资融券,2026-09-18
688699,明微电子,半导体,电子,半导体,模拟芯片设计,LED概念、MiniLED、专精特新、半导体、半导体概念、国产芯片、广东板块、模拟芯片设计、沪股通、深圳特区、电子、融资融券,2026-09-18
688700,东威科技,专用设备,机械设备,专用设备,其他专用设备,BC电池、PCB、上证380、专用设备、专精特新、其他专用设备、华为概念、基金重仓、复合集流体、小盘成长、小盘股、机械设备、江苏板块、沪股通、玻璃基板、融资融券,2026-09-18
688701,卓锦股份,环境治理,环保,环境治理,综合环境治理,土壤修复、微盘股、浙江板块、环保、环境治理、综合环境治理、节能环保、融资融券,2026-09-18
688702,盛科通信-U,半导体,电子,半导体,数字芯片设计,MSCI中国、上证380、中证500、半导体、半导体概念、国产芯片、基金重仓、大盘成长、大盘股、工业互联网、数字芯片设计、数据中心、机构重仓、江苏板块、沪股通、电子、百元股、科技风格、融资融券、高市净率,2026-09-18
688707,振华新材,电池,电力设备,电池,电池化学品,固态电池、央国企改革、无人机、机器人概念、沪股通、电力设备、电池、电池化学品、电池技术、破发股、破增发价股、融资融券、西部大开发、贵州板块、钠离子电池、锂电池概念,2026-09-18
688708,佳驰科技,航空装备Ⅱ,国防军工,航空装备Ⅱ,航空装备Ⅲ,专精特新、中证500、军工、四川板块、国防军工、小盘成长、小盘股、新材料、机构重仓、沪股通、航空装备Ⅱ、航空装备Ⅲ、融资融券,2026-09-18
688709,成都华微,半导体,电子,半导体,数字芯片设计,AI芯片、中证500、人工智能、军工、半导体、半导体概念、商业航天、四川板块、央国企改革、存储芯片、小盘成长、小盘股、数字芯片设计、机器人概念、沪股通、电子、脑机接口、融资融券、西部大开发、量子科技,2026-09-18
688710,益诺思,医疗服务,医药生物,医疗服务,医疗研发外包,CAR-T细胞疗法、CRO、上海板块、创新医疗服务、创新药、医疗服务、医疗研发外包、医药生物、基金重仓、央国企改革、沪股通、融资融券,2026-09-18
688711,宏微科技,半导体,电子,半导体,分立器件,IGBT概念、专精特新、人形机器人、储能概念、分立器件、半导体、半导体概念、华为概念、反转股、可控核聚变、国产芯片、江苏板块、沪股通、电子、第三代半导体、融资融券,2026-09-18
688712,北芯生命,医疗器械,医药生物,医疗器械,医疗设备,专精特新、医疗器械、医疗器械概念、医疗设备、医药生物、小盘成长、小盘股、广东板块、次新股、融资融券,2026-09-18
688716,中研股份,塑料,基础化工,塑料,合成树脂,PEEK材料概念、QFII重仓、专精特新、半导体概念、合成树脂、吉林板块、基础化工、塑料、新材料、新能源车、机构重仓、破发股、融资融券,2026-09-18
688717,艾罗能源,光伏设备,电力设备,光伏设备,逆变器,储能概念、光伏概念、光伏设备、基金重仓、小盘价值、小盘股、机构重仓、沪股通、浙江板块、电力设备、电网概念、破发股、虚拟电厂、融资融券、逆变器,2026-09-18
688718,唯赛勃,塑料,基础化工,塑料,膜材料,QFII重仓、上海板块、基础化工、塑料、微盘精选、微盘股、新材料、膜材料、融资融券,2026-09-18
688719,爱科赛博,其他电源设备Ⅱ,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ,储能概念、光伏概念、其他电源设备Ⅱ、其他电源设备Ⅲ、华为概念、可控核聚变、新能源车、沪股通、液冷服务器、电力设备、融资融券、西部大开发、陕西板块,2026-09-18
688720,艾森股份,半导体,电子,半导体,半导体材料,PCB、专精特新、先进封装、光刻胶、半导体、半导体材料、半导体概念、国产芯片、江苏板块、沪股通、玻璃基板、电子、融资融券,2026-09-18
688721,龙图光罩,半导体,电子,半导体,半导体材料,专精特新、先进封装、半导体、半导体材料、半导体概念、广东板块、沪股通、电子、融资融券,2026-09-18
688722,同益中,化学纤维,基础化工,化学纤维,其他化学纤维,专精特新、人形机器人、其他化学纤维、军工、化学纤维、北京板块、商业航天、基础化工、央国企改革、新材料、海工装备、海洋经济、融资融券,2026-09-18
688726,拉普拉斯,光伏设备,电力设备,光伏设备,光伏加工设备,TOPCon电池、专精特新、先进封装、光伏加工设备、光伏概念、光伏设备、半导体概念、小盘成长、小盘股、广东板块、沪股通、电力设备、融资融券、钙钛矿电池,2026-09-18
688727,恒坤新材,半导体,电子,半导体,半导体材料,QFII重仓、光刻胶、半导体、半导体材料、半导体概念、存储芯片、小盘成长、小盘股、次新股、电子、福建板块、融资融券,2026-09-18
688728,格科微,半导体,电子,半导体,数字芯片设计,AIPC、AI眼镜、上证380、中盘成长、中盘股、中证500、传感器、半导体、半导体概念、国产芯片、微利股、数字芯片设计、沪股通、电子、科创板做市股、融资融券,2026-09-18
688729,屹唐股份,半导体,电子,半导体,半导体设备,MSCI中国、北京板块、半导体、半导体概念、半导体设备、大盘成长、大盘股、央国企改革、沪股通、电子、科技风格、融资融券,2026-09-18
688733,壹石通,电池,电力设备,电池,电池化学品,2026中报扭亏、专精特新、半导体概念、固态电池、安徽板块、沪股通、燃料电池概念、电力设备、电池、电池化学品、电池技术、融资融券、锂电池概念、高带宽内存,2026-09-18
688737,中自科技,汽车零部件,汽车,汽车零部件,其他汽车零部件,专精特新、储能概念、其他汽车零部件、四川板块、固态电池、尾气治理、微盘股、氢能源、汽车、汽车零部件、燃料电池概念、电池技术、破发股、节能环保、融资融券、西部大开发,2026-09-18
688739,成大生物,生物制品,医药生物,生物制品,疫苗,AI应用、创新药、机构重仓、沪股通、流感、生物制品、生物疫苗、疫苗、病原体防治、破净股、破发股、融资融券、辽宁板块,2026-09-18
688750,金天钛业,小金属,有色金属,小金属,其他小金属,专精特新、其他小金属、军工、央国企改革、小金属、新材料、有色金属、沪股通、湖南板块、融资融券,2026-09-18
688755,汉邦科技,专用设备,机械设备,专用设备,其他专用设备,专用设备、专精特新、其他专用设备、减肥药、合成生物、机械设备、江苏板块、融资融券、重组蛋白,2026-09-18
688757,胜科纳米,专业服务,社会服务,专业服务,检测服务,专业服务、先进封装、光通信模块、半导体概念、小盘成长、小盘股、机构重仓、检测服务、江苏板块、沪股通、社会服务、融资融券,2026-09-18
