# GoalTracker 盈利预测
公司,中微半导
股票代码,688380.SH
CONS,2025,A,0.709805999176,57.60728995,9.24,11.22,2.84,23.0893763431,107.683575073871
EPSR,近六月平均,2026-08-30,2025,0.709805999176,57.60728995,,,,,,
