# GoalTracker 盈利预测
公司,大豪科技
股票代码,603025.SH
CONS,2025,A,0.635931819511,22.80118647,28.56,30.02,7.1,18.6979992868,21.542406681894
EPSR,近六月平均,2026-08-19,2025,0.635931819511,22.80118647,,,,,,
