# GoalTracker 盈利预测
公司,福斯达
股票代码,603173.SH
CONS,2025,A,2.633430221125,12.41726465,23.48,30.03,4.21,24.1445766155,61.335601432131
EPSR,近六月平均,2026-08-19,2025,2.633430221125,12.41726465,,,,,,
