# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
688256.SH,寒武纪,1105.99,-30.02,-2.64,150.48,49.97,1.39,87104.0,97.7103,6955.0624,6955.0624,6.2885
300308.SZ,中际旭创,896.0,-11.8,-1.3,38.66,26.48,2.05,227875.0,206.8442,10554.0704,9945.0355,11.7791
300502.SZ,新易盛,424.34,0.65,0.15,39.3,24.35,2.8,351803.0,150.8599,5918.4282,5324.2948,13.9474
688008.SH,澜起科技,194.33,-5.56,-2.78,59.37,11.02,2.36,269593.0,52.9837,2371.8715,2224.6209,12.2054
688041.SH,海光信息,232.0,-3.09,-1.31,149.92,21.25,0.56,129250.0,30.2068,5392.4644,5392.4644,23.2434
603019.SH,中科曙光,82.68,-0.62,-0.74,62.27,5.25,1.16,169602.0,14.0445,1209.7041,1209.6533,14.6312
688012.SH,中微公司,351.23,-1.37,-0.39,59.54,11.2,1.34,126504.0,44.5941,3364.2297,3309.2787,9.5784
688981.SH,中芯国际,118.62,-2.28,-1.89,113.67,5.92,1.23,245086.0,29.1938,10156.5583,2373.1045,85.6226
002371.SZ,北方华创,665.5,2.61,0.39,71.65,11.91,1.02,73638.0,49.151,4829.4616,4825.4452,7.2569
603986.SH,兆易创新,369.88,-3.26,-0.87,18.99,6.95,3.5,234866.0,87.15,2603.8495,2480.8529,7.0397
601138.SH,工业富联,61.27,-1.06,-1.7,25.61,6.92,0.29,582565.0,36.0099,12158.4753,12158.4753,198.4409
002463.SZ,沪电股份,123.48,-4.32,-3.38,40.64,13.21,2.31,444465.0,55.8894,2376.2041,2374.3373,19.2436
600183.SH,生益科技,146.03,-8.45,-5.47,53.96,19.17,3.53,850456.0,127.9154,3547.0741,3521.8769,24.29
000977.SZ,浪潮信息,69.81,-1.34,-1.88,17.37,4.18,3.44,504307.0,35.3878,1025.1436,1024.0538,14.6848
000938.SZ,紫光股份,32.8,-1.18,-3.47,21.65,5.25,4.79,1368924.0,45.4191,938.1062,938.1038,28.6008
600206.SH,有研新材,50.55,-1.08,-2.09,116.71,9.9,16.08,1361378.0,70.6717,427.9327,427.9327,8.4655
601872.SH,招商轮船,21.85,1.99,10.02,12.68,3.77,2.08,1679915.0,35.2374,1764.2867,1764.2867,80.7454
605499.SH,东鹏饮料,110.84,-0.71,-0.64,14.19,4.18,0.49,33408.0,3.6901,813.7865,749.2971,7.342
603444.SH,XD吉比特,352.06,-11.47,-3.16,11.62,4.75,1.87,13449.0,4.771,253.6279,253.6279,0.7204
002648.SZ,卫星化学,26.34,-0.53,-1.97,7.13,2.33,0.9,303856.0,8.038,887.3013,886.7315,33.6865
002957.SZ,科瑞技术,41.83,-0.82,-1.92,54.48,5.31,5.32,222813.0,9.385,175.6787,175.2102,4.1998
600150.SH,中国船舶,38.96,1.17,3.1,14.73,1.92,1.58,1189282.0,45.6827,2931.9821,2931.9821,75.2562
002008.SZ,大族激光,94.81,-0.73,-0.76,37.9,4.55,3.97,379791.0,36.4622,976.167,907.0756,10.296
603268.SH,松发股份,193.5,7.7,4.14,27.31,9.86,3.57,83187.0,15.748,1971.2173,451.3383,10.1872
600362.SH,江西铜业,43.26,-0.84,-1.9,8.68,1.71,2.24,465312.0,20.1394,1497.9767,897.752,34.6273
002916.SZ,深南电路,383.68,-8.82,-2.25,58.04,14.5,1.09,72452.0,28.1357,2613.5,2550.7409,6.8117
001232.SZ,嘉立创,189.61,-4.38,-2.26,51.12,8.31,8.14,35969.0,6.9521,1053.3973,83.82,5.5556
600487.SH,亨通光电,68.49,3.09,4.72,27.07,5.01,9.53,2338281.0,158.9143,1689.2321,1680.5023,24.6639
603061.SH,金海通,350.48,21.98,6.69,89.07,16.08,7.33,63779.0,22.4525,304.9176,304.9176,0.87
300672.SZ,国科微,174.35,0.71,0.41,96.68,9.44,3.64,76520.0,13.4934,378.5181,366.7237,2.171
603629.SH,利通电子,113.85,4.27,3.9,29.72,15.84,10.51,379115.0,43.2973,417.5198,410.6836,3.6673
688372.SH,伟测科技,115.19,-1.93,-1.65,61.1,4.58,3.16,53331.0,6.1903,194.6671,194.6671,1.69
300661.SZ,圣邦股份,116.46,4.66,4.17,94.99,8.17,2.36,142027.0,16.6003,798.4897,700.9582,6.8563
300475.SZ,香农芯创,164.03,-2.04,-1.23,10.58,10.79,4.05,181840.0,30.1748,770.1894,735.6699,4.6954
300346.SZ,南大光电,55.37,0.99,1.82,74.8,10.97,8.76,579745.0,32.1989,382.6936,366.5471,6.9116
300442.SZ,润泽科技,62.24,-0.34,-0.54,42.44,7.4,0.87,142228.0,8.9062,1021.3845,1018.3885,16.4104
002111.SZ,威海广泰,9.53,-0.04,-0.42,15.96,1.66,1.05,51156.0,0.4852,50.7007,46.578,5.3201
688110.SH,东芯股份,115.53,-0.27,-0.23,38.76,12.3,2.42,106966.0,12.3867,511.0786,511.0786,4.4238
002384.SZ,东山精密,193.53,1.53,0.8,59.94,14.55,4.28,593361.0,115.0215,3544.7101,2682.9484,18.3161
600584.SH,长电科技,67.75,-1.8,-2.59,71.77,4.19,4.02,718750.0,49.3146,1212.3284,1212.3284,17.8941
600601.SH,方正科技,14.61,-0.57,-3.75,54.43,11.9,3.97,1654361.0,24.4331,624.3938,609.2798,42.7374
300319.SZ,麦捷科技,21.01,-1.23,-5.53,61.76,3.77,17.48,1487925.0,31.8115,186.4823,178.8519,8.8759
688536.SH,思瑞浦,330.65,4.24,1.3,74.17,6.9,1.84,24997.0,8.3348,456.5466,448.5233,1.3808
300394.SZ,天孚通信,277.65,9.16,3.41,125.75,53.11,4.19,456352.0,126.8624,3028.6759,3021.9094,10.9083
603893.SH,瑞芯微,181.21,0.88,0.49,44.63,15.57,1.8,76224.0,13.8106,766.7784,766.6914,4.2314
301696.SZ,三瑞智能,92.45,0.0,0.0,69.74,18.76,4.82,14513.0,1.3396,369.8092,27.8121,4.0001
688380.SH,中微半导,39.61,0.17,0.43,46.2,4.91,1.92,76922.0,3.046,158.5846,158.5846,4.0037
688183.SH,生益电子,120.35,-3.85,-3.1,45.38,15.48,2.29,191642.0,23.4935,1008.0411,1008.0411,8.3759
300738.SZ,奥飞数据,19.57,0.15,0.77,49.04,5.26,2.41,237002.0,4.6504,192.8044,192.7438,9.852
