# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,5日涨幅%,本月涨幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
002275.SZ,桂林三金,12.11,0.0,0.0,-1.06,-2.96,13.65,2.18,0.25,14343.0,0.1741,71.1546,68.3914,5.8757
002276.SZ,万马股份,10.03,0.05,0.5,-0.5,-2.81,24.22,1.63,0.9,90553.0,0.9106,101.4109,101.034,10.1108
002277.SZ,友阿股份,5.54,0.06,1.09,-2.29,-10.5,54.53,1.19,1.34,186579.0,1.032,77.2372,77.2372,13.9417
002278.SZ,神开股份,7.98,0.16,2.05,-1.24,-3.97,110.33,2.21,1.85,66415.0,0.5285,31.0117,28.6339,3.8862
002279.SZ,久其软件,6.79,0.06,0.89,-0.15,-2.58,-117.53,3.98,3.56,283255.0,1.929,58.5438,54.0544,8.6221
002281.SZ,光迅科技,195.4,4.18,2.19,10.17,8.62,138.93,11.19,5.53,434870.0,84.3891,1617.6166,1535.9021,8.2785
002282.SZ,博深股份,6.0,0.01,0.17,-0.33,-3.38,19.8,0.88,0.49,25066.0,0.1511,31.6103,30.5722,5.2684
002283.SZ,天润工业,8.26,0.07,0.85,5.09,-2.26,17.41,1.55,1.92,193966.0,1.5935,94.1192,83.352,11.3946
002284.SZ,亚太股份,9.56,-0.13,-1.34,-1.85,-4.02,13.17,1.99,2.11,154369.0,1.4802,70.658,69.9972,7.391
002285.SZ,世联行,2.89,0.26,9.89,28.44,19.92,-84.68,2.67,12.89,2550768.0,7.1136,57.5928,57.1934,19.9283
002286.SZ,保龄宝,7.7,-0.01,-0.13,-9.31,-9.41,17.77,1.26,3.43,126701.0,0.9766,29.2583,28.4661,3.7998
002287.SZ,奇正藏药,19.37,0.1,0.52,0.16,-3.82,14.92,2.23,0.2,11513.0,0.2235,110.8193,110.6007,5.7212
002289.SZ,宇顺电子,36.83,0.47,1.29,4.93,-4.71,18.4,20.79,1.37,37628.0,1.3823,103.2174,101.073,2.8025
002290.SZ,禾盛新材,67.22,2.72,4.22,4.14,0.3,61.22,15.85,3.14,77673.0,5.2109,166.7811,166.2531,2.4811
002291.SZ,遥望科技,5.53,0.01,0.18,-0.9,1.28,16.73,1.77,2.8,243296.0,1.3459,51.3057,48.0626,9.2777
002292.SZ,奥飞娱乐,8.88,0.25,2.9,4.23,3.86,37.69,4.33,6.42,653384.0,5.8091,131.3085,90.3881,14.787
002293.SZ,罗莱生活,10.9,0.03,0.28,1.49,-2.5,18.31,2.36,0.35,29198.0,0.3182,91.2826,90.5227,8.3745
002294.SZ,信立泰,30.4,0.21,0.7,1.1,-4.73,43.78,3.96,0.75,83630.0,2.5427,338.9042,338.828,11.1482
002295.SZ,精艺股份,10.03,0.31,3.19,-9.56,3.94,317.92,1.94,8.5,212910.0,2.1564,25.1368,25.1178,2.5062
002296.SZ,辉煌科技,9.29,0.2,2.2,-1.69,2.43,15.33,1.45,2.68,93192.0,0.8625,36.192,32.2749,3.8958
002298.SZ,中电鑫龙,9.0,0.82,10.02,6.64,10.29,76.28,3.57,6.95,462080.0,4.1251,66.61,59.8793,7.4011
002299.SZ,圣农发展,15.97,0.28,1.78,-4.26,-3.68,19.75,1.73,0.73,89519.0,1.4239,198.4704,194.6104,12.4277
002300.SZ,太阳电缆,8.67,0.79,10.03,6.25,26.75,167.84,3.3,10.63,767998.0,6.4926,62.6263,62.6227,7.2233
002301.SZ,齐心集团,7.81,0.11,1.43,0.9,-1.39,36.83,1.84,1.2,86249.0,0.6718,56.545,56.0749,7.2401
002302.SZ,西部建设,4.66,0.03,0.65,-1.06,-2.31,-14.13,0.76,0.32,39874.0,0.1853,58.8257,58.8257,12.6235
002303.SZ,美盈森,5.7,0.14,2.52,10.68,0.18,33.6,1.98,8.46,902983.0,5.1853,87.2855,60.8397,15.3132
002304.SZ,洋河股份,38.06,0.11,0.29,-0.03,-1.5,11.02,1.22,0.18,27657.0,1.0546,573.353,573.3396,15.0645
002305.SZ,*ST南置,2.02,0.01,0.5,-2.42,-3.81,101.0,13.91,1.12,193665.0,0.3901,35.0312,35.0312,17.3422
002306.SZ,ST云网,2.19,0.02,0.92,-6.81,1.39,-49.83,33.1,1.1,89441.0,0.1962,19.0478,17.7979,8.6976
002307.SZ,北新路桥,2.99,0.03,1.01,-2.29,-2.29,-9.55,1.21,1.08,175831.0,0.5233,49.2985,48.7108,16.4878
002309.SZ,中利集团,2.98,0.07,2.41,-1.97,-1.65,39.0,4.52,3.52,846509.0,2.5026,89.6284,71.7027,30.0767
002310.SZ,东方新能,2.3,0.0,0.0,-2.54,-1.71,2225.29,5.72,1.86,816331.0,1.8767,137.9844,101.1772,59.9932
002311.SZ,海大集团,41.98,-0.17,-0.4,-1.46,-8.9,21.59,2.96,0.34,56534.0,2.3805,695.6129,694.9434,16.5701
002312.SZ,川发龙蟒,8.52,0.02,0.24,-5.54,-0.58,35.6,1.66,1.36,255728.0,2.1776,160.8328,160.571,18.8771
002313.SZ,日海智能,8.3,0.06,0.73,-1.89,-5.47,107.39,36.1,1.15,43227.0,0.36,31.0752,31.0735,3.744
002314.SZ,南山控股,2.24,0.04,1.82,2.28,1.36,-4.75,0.97,1.65,220658.0,0.4884,60.6543,29.9787,27.0778
002315.SZ,焦点科技,24.08,-0.08,-0.33,-0.62,-4.37,19.12,3.89,2.08,54966.0,1.3287,99.4944,63.5856,4.1318
002316.SZ,亚联发展,4.26,-0.12,-2.74,-5.96,-5.96,1879.9,21.66,5.72,194991.0,0.8403,16.7469,14.5153,3.9312
002317.SZ,众生药业,24.22,-0.42,-1.7,3.55,-3.0,92.37,5.14,2.6,199311.0,4.858,205.8532,186.015,8.4993
002318.SZ,久立特材,18.26,0.35,1.95,-1.56,-9.74,22.72,2.22,0.76,72361.0,1.3168,178.4314,174.205,9.7717
002319.SZ,乐通股份,10.14,0.15,1.5,0.6,-5.5,158.57,11.77,3.45,72185.0,0.7305,21.2405,21.2405,2.0947
002320.SZ,海峡股份,6.68,0.01,0.15,-6.44,0.91,55.26,3.69,1.47,328639.0,2.1878,149.4205,149.4205,22.3683
002321.SZ,华英农业,2.09,-0.09,-4.13,0.0,0.48,-76.12,4.91,4.96,1053975.0,2.2033,44.5774,44.4177,21.3289
002322.SZ,理工能科,11.67,-0.17,-1.44,-1.1,-6.0,17.71,1.58,1.23,43063.0,0.5085,42.6571,41.0062,3.6553
002323.SZ,*ST雅博,1.26,0.01,0.8,-1.56,-2.33,-18.38,20.52,1.18,250599.0,0.3152,26.7228,26.7182,21.2086
002324.SZ,普利特,9.18,0.06,0.66,3.15,-2.44,61.01,2.2,1.92,148678.0,1.369,102.1125,71.2578,11.1234
002326.SZ,永太科技,17.33,0.13,0.76,2.18,-7.67,29.27,5.42,1.83,148368.0,2.5614,160.3246,140.6796,9.2513
002327.SZ,富安娜,6.11,0.02,0.33,-0.65,-3.63,21.93,1.45,0.54,26354.0,0.1613,50.9493,29.9991,8.3387
002328.SZ,新朋股份,8.2,0.15,1.86,-2.96,-3.53,9.18,1.81,6.3,359300.0,2.9157,63.2851,46.7962,7.7177
002329.SZ,皇氏集团,3.61,-0.04,-1.1,-3.99,-8.84,-41.1,6.7,3.49,227067.0,0.8239,30.0498,23.519,8.324
002330.SZ,得利斯,4.03,-0.03,-0.74,-2.18,-2.66,227.56,1.12,1.52,96602.0,0.3916,25.6032,25.5927,6.3532
002331.SZ,皖通科技,6.67,-0.01,-0.15,-4.17,-8.0,-21.7,2.02,1.44,57890.0,0.3876,28.5749,26.8186,4.2841
002332.SZ,仙琚制药,8.55,0.01,0.12,1.3,-0.84,17.29,1.44,0.68,66763.0,0.5723,84.577,84.2786,9.892
002333.SZ,罗普斯金,5.29,0.0,0.0,-0.56,-7.36,88.87,1.85,1.3,86542.0,0.4581,35.7035,35.258,6.7492
002334.SZ,英威腾,6.56,0.01,0.15,-1.5,-3.39,204.59,1.76,1.22,89324.0,0.587,53.7958,48.2168,8.2006
002335.SZ,科华数据,29.65,0.55,1.89,2.35,-3.8,28.23,3.33,2.39,157961.0,4.6731,223.6827,195.712,7.5441
002337.SZ,赛象科技,4.64,-0.03,-0.64,0.22,-2.93,55.61,2.04,1.11,65065.0,0.3035,27.3118,27.2747,5.8862
002338.SZ,奥普光电,42.74,1.37,3.31,8.2,-1.57,85.06,5.31,2.21,52974.0,2.2671,102.576,102.576,2.4
002339.SZ,积成电子,8.04,-0.19,-2.31,10.44,7.34,-26.73,2.34,15.86,759598.0,6.1604,40.529,38.495,5.0409
002340.SZ,格林美,6.23,0.06,0.97,-0.16,-4.59,14.77,1.47,0.84,428198.0,2.657,317.877,316.2337,51.0236
002342.SZ,巨力索具,7.88,0.13,1.68,-1.62,1.94,995.34,3.1,3.42,326948.0,2.5775,75.648,75.2296,9.6
002343.SZ,慈文传媒,5.55,-0.08,-1.42,-5.13,0.91,-39.56,2.81,3.25,154074.0,0.8616,26.2893,26.2893,4.7368
002344.SZ,海宁皮城,3.99,0.0,0.0,-1.24,-0.25,43.52,0.6,0.6,77052.0,0.3089,51.1764,51.1299,12.8262
002345.SZ,潮宏基,8.94,0.1,1.13,-1.65,-8.12,9.41,2.15,0.85,73331.0,0.6541,79.433,77.5293,8.8851
002346.SZ,柘中股份,18.83,0.35,1.89,4.5,-7.56,12.97,2.58,2.3,101505.0,1.9031,83.1487,83.1487,4.4158
002347.SZ,泰尔股份,5.9,0.02,0.34,-2.48,-6.05,-75.36,2.73,1.71,84356.0,0.4988,29.7774,29.1096,5.047
002348.SZ,高乐股份,10.62,0.08,0.76,1.53,-5.52,-181.62,17.39,1.65,149314.0,1.5936,105.4714,95.9552,9.9314
002349.SZ,精华制药,7.92,-0.11,-1.37,-1.12,4.21,24.18,2.33,8.36,680965.0,5.417,65.8254,64.4831,8.3113
002350.SZ,北京科锐,14.49,-0.2,-1.36,0.69,-3.34,-188.68,4.38,1.66,88110.0,1.2804,78.5838,76.8769,5.4233
002351.SZ,漫步者,10.0,0.16,1.63,2.56,-2.34,21.06,2.97,1.24,65205.0,0.6521,88.9107,52.7442,8.8911
002352.SZ,顺丰控股,30.78,0.03,0.1,0.42,-1.74,14.73,1.61,0.29,137311.0,4.2295,1620.6618,1477.1677,52.6531
002353.SZ,杰瑞股份,125.9,4.5,3.71,5.85,-3.24,53.89,5.57,2.43,167906.0,20.8967,1289.0345,870.0577,10.2386
002354.SZ,天娱数科,7.6,-0.01,-0.13,1.6,-5.35,154.4,7.28,10.13,1648424.0,12.5063,125.7485,123.6515,16.5459
002355.SZ,兴民智通,4.67,-0.09,-1.89,-1.27,-5.27,-7.29,3.9,2.29,141390.0,0.6651,31.2181,28.8684,6.6848
002356.SZ,鹏飞绿能,2.7,-0.02,-0.74,-3.91,-3.57,-124.12,5.97,1.31,171829.0,0.4685,35.4039,35.4037,13.1125
002357.SZ,富临运业,11.87,-0.04,-0.34,-0.92,5.23,5.88,1.84,3.33,104525.0,1.2441,37.2111,37.2098,3.1349
002358.SZ,森源电气,5.36,0.1,1.9,-1.11,0.0,48.36,1.5,1.3,121231.0,0.6472,49.835,49.8349,9.2976
002360.SZ,ST同德,5.33,-0.5,-8.58,-4.99,-6.16,-22.09,2.42,6.11,188620.0,1.0155,21.4146,16.4431,4.0177
002361.SZ,神剑股份,10.49,0.44,4.38,2.74,-0.66,-159.86,4.61,10.73,905997.0,9.405,99.7636,88.5905,9.5103
002362.SZ,汉王科技,16.55,-0.05,-0.3,8.38,0.12,-23.47,4.68,5.34,110801.0,1.8357,40.4572,34.3698,2.4445
002363.SZ,隆基机械,6.7,-0.09,-1.33,0.0,-3.46,32.92,1.29,1.04,43243.0,0.2915,27.8787,27.8558,4.161
002364.SZ,中恒电气,36.16,0.62,1.74,3.52,-6.25,185.3,8.23,3.62,201775.0,7.2683,203.7851,201.8295,5.6356
002365.SZ,永安药业,13.83,0.03,0.22,1.54,-9.07,46.94,2.04,6.86,168506.0,2.3398,40.7546,33.9724,2.9468
002366.SZ,融发核电,5.7,0.08,1.42,-4.52,-6.86,-261.95,2.57,1.11,204732.0,1.1656,118.6134,105.4738,20.8094
002367.SZ,康力电梯,5.71,0.12,2.15,0.35,-1.89,23.74,1.27,1.8,143136.0,0.8114,45.5513,45.3856,7.9775
002368.SZ,太极股份,13.07,-0.14,-1.06,-1.21,-6.84,-11.54,2.19,2.24,139081.0,1.8296,81.4563,81.2401,6.2323
002369.SZ,卓翼科技,5.68,0.0,0.0,-2.91,-10.13,-24.52,22.67,1.63,92139.0,0.5259,32.2031,32.2031,5.6696
002370.SZ,亚太药业,5.23,0.05,0.97,1.16,-3.68,-4477.69,3.48,1.93,144110.0,0.7557,38.9984,38.9961,7.4567
002372.SZ,伟星新材,8.08,0.04,0.5,-1.58,-7.87,16.49,2.73,0.44,64244.0,0.5196,128.6367,118.7847,15.9204
002373.SZ,千方科技,7.33,-0.03,-0.41,-1.21,-8.6,-277.67,1.01,0.87,120277.0,0.8866,115.8278,100.9776,15.8019
002374.SZ,中锐股份,3.1,0.05,1.64,1.97,-0.32,-12.39,6.59,1.39,150937.0,0.4683,33.6415,33.6415,10.8521
002375.SZ,亚厦股份,3.74,-0.04,-1.06,-1.32,-8.11,16.32,0.61,0.9,119447.0,0.4487,50.1159,49.7793,13.4
002376.SZ,新北洋,6.56,0.04,0.61,1.55,-3.53,50.01,1.44,0.93,73501.0,0.4838,53.1729,51.6577,8.1056
002377.SZ,国创高新,3.12,-0.04,-1.27,-1.58,11.03,75.27,7.15,9.08,792504.0,2.4917,28.5893,27.2204,9.1633
002378.SZ,章源钨业,23.79,0.24,1.02,3.3,-7.14,20.78,9.91,1.74,207666.0,4.9297,285.8173,284.5041,12.0142
002379.SZ,宏桥控股,17.63,0.48,2.8,-2.92,-2.81,7.34,3.97,2.42,274772.0,4.8161,2297.3861,200.3427,130.3112
002380.SZ,科远智慧,26.84,0.51,1.94,4.03,-7.54,19.87,2.61,2.87,40788.0,1.0881,64.4138,38.1676,2.3999
002381.SZ,双箭股份,5.45,-0.04,-0.73,-0.18,-3.37,64.51,1.06,0.92,29689.0,0.1631,22.431,17.5504,4.1158
002382.SZ,蓝帆医疗,5.85,-0.02,-0.34,-0.68,-0.51,30.8,0.83,1.02,101633.0,0.5994,58.9441,58.3708,10.0759
002383.SZ,合众思壮,7.96,0.1,1.27,-3.4,10.4,-83.19,4.05,4.76,352252.0,2.8037,58.9327,58.9327,7.4036
002385.SZ,大北农,3.19,-0.01,-0.31,-5.34,-2.74,-10.09,1.99,2.07,711711.0,2.2622,136.5439,109.8601,42.8037
002386.SZ,天原股份,5.87,0.05,0.86,-1.34,-2.33,18.25,0.98,0.99,128794.0,0.7548,76.4067,76.3913,13.0165
002387.SZ,维信诺,7.03,0.15,2.18,2.63,-3.3,-3.23,5.57,1.03,143166.0,0.997,98.1948,98.0682,13.968
002388.SZ,新亚制程,7.23,0.2,2.84,16.43,8.56,-156.36,3.88,10.46,529466.0,3.8135,36.6224,36.6,5.0653
002389.SZ,航天彩虹,18.68,0.03,0.16,-6.55,1.69,122.05,2.29,1.51,148962.0,2.7907,183.9823,183.9545,9.8492
002390.SZ,信邦制药,2.94,0.0,0.0,-0.68,-2.97,28.69,0.85,1.03,198447.0,0.5868,57.1492,56.6779,19.4385
002391.SZ,长青股份,5.16,-0.07,-1.34,-2.82,-4.62,31.06,0.8,1.6,74433.0,0.387,33.519,23.9475,6.4959
002392.SZ,北京利尔,7.79,0.17,2.23,1.56,-2.62,12.07,1.5,0.87,100176.0,0.7766,92.7392,90.1728,11.9049
002393.SZ,力生制药,13.59,0.14,1.04,0.59,-3.82,26.75,0.93,0.45,13659.0,0.1855,41.897,40.7996,3.0829
002394.SZ,联发股份,10.46,-0.04,-0.38,0.38,-3.95,87.39,0.81,1.28,41456.0,0.4369,33.859,33.8265,3.237
002395.SZ,双象股份,12.43,0.05,0.4,-1.74,-0.08,20.53,2.08,1.02,27270.0,0.3396,33.3384,33.3384,2.6821
002396.SZ,星网锐捷,38.9,0.7,1.83,12.46,-3.62,39.53,4.07,13.99,1059739.0,40.9037,294.6345,294.6345,7.5742
002397.SZ,梦洁股份,3.7,-0.02,-0.54,-0.8,1.37,40.67,2.21,1.93,124991.0,0.4649,27.6679,23.9852,7.4778
002398.SZ,垒知集团,4.17,-0.02,-0.48,0.0,-1.18,24.83,0.77,1.67,100153.0,0.4185,28.7012,25.0092,6.8828
002399.SZ,海普瑞,9.35,-0.13,-1.37,-1.37,-6.87,24.92,1.15,0.5,62346.0,0.5903,137.1922,116.6134,14.673
002400.SZ,省广集团,6.55,0.01,0.15,-1.06,-2.09,163.19,2.28,2.52,434350.0,2.8401,114.1886,113.0638,17.4334
002401.SZ,中远海科,12.09,0.0,0.0,-0.49,-2.34,139.25,2.71,0.75,27718.0,0.336,44.9347,44.9021,3.7167
002402.SZ,和而泰,18.99,0.56,3.04,5.79,-1.56,36.58,2.42,2.95,241439.0,4.5521,175.3517,155.4291,9.2339
002403.SZ,爱仕达,9.68,0.04,0.41,-8.07,3.64,-17.65,2.52,7.83,232786.0,2.2607,32.9738,28.7652,3.4064
002404.SZ,嘉欣丝绸,5.82,0.08,1.39,-0.34,1.04,15.92,1.67,2.39,109025.0,0.6395,32.595,26.5268,5.6005
002405.SZ,四维图新,6.04,0.11,1.85,-0.33,-5.48,-14.64,1.72,1.09,257149.0,1.5442,143.1562,142.288,23.7014
002406.SZ,远东传动,6.5,-0.03,-0.46,-0.61,-4.69,23.61,1.2,1.78,100235.0,0.6533,47.4646,36.5411,7.3023
002407.SZ,多氟多,33.21,0.62,1.9,4.2,-8.94,38.62,4.55,6.28,678388.0,22.4393,395.3427,358.973,11.9043
002408.SZ,齐翔腾达,5.4,0.0,0.0,-1.1,-3.05,65.94,1.37,0.45,122734.0,0.6638,153.5511,148.5946,28.4354
002409.SZ,雅克科技,138.83,4.14,3.07,6.8,-2.49,58.9,8.43,6.98,222210.0,30.6459,660.7304,442.2051,4.7593
002410.SZ,广联达,8.4,-0.03,-0.36,2.07,-6.56,34.63,2.37,1.1,174758.0,1.4787,138.7633,133.4003,16.5194
002412.SZ,汉森制药,9.04,0.18,2.03,2.61,-23.52,21.34,1.94,11.5,572613.0,5.1698,45.4893,45.0052,5.032
002413.SZ,雷科防务,8.23,0.1,1.23,-2.14,2.11,-299.61,3.3,2.69,349098.0,2.8802,108.5817,106.6139,13.1934
002414.SZ,高德红外,12.43,0.27,2.22,1.14,-4.16,19.64,6.66,1.5,511035.0,6.3093,530.8525,422.4475,42.7074
002416.SZ,爱施德,9.0,-0.01,-0.11,-0.44,-5.16,120.03,2.11,0.98,119950.0,1.0814,111.5354,110.0954,12.3928
002418.SZ,康盛股份,4.67,0.04,0.86,-1.68,-13.36,318.71,3.64,6.84,777218.0,3.6134,53.0699,53.0699,11.364
002419.SZ,天虹股份,4.63,0.04,0.87,-2.53,-0.64,23.3,1.32,1.07,122523.0,0.5691,52.8402,52.8394,11.4126
002420.SZ,毅昌科技,6.02,-0.01,-0.17,1.01,-3.68,29.5,2.96,2.0,80951.0,0.4875,24.7386,24.3128,4.1094
002421.SZ,达实智能,3.17,0.03,0.96,-1.55,-5.37,-184.69,2.48,3.24,659315.0,2.0862,67.2224,64.5475,21.2058
002422.SZ,科伦药业,39.77,-0.25,-0.62,1.07,-2.0,28.05,2.57,1.86,242072.0,9.5879,632.6537,516.436,15.9078
002423.SZ,中粮资本,9.2,0.04,0.44,-1.71,-6.5,11.56,0.92,0.52,119067.0,1.094,211.9777,211.9777,23.0411
002424.SZ,ST百灵,4.5,0.04,0.9,0.0,-2.17,103.82,1.96,0.51,58413.0,0.2624,62.3476,51.2901,13.855
002425.SZ,凯撒文化,3.08,-0.02,-0.65,-4.64,-5.81,295.24,1.19,3.0,275848.0,0.8519,29.4653,28.3417,9.5667
002426.SZ,胜利精密,2.61,0.01,0.38,-1.88,-5.43,-22.56,5.82,1.55,494770.0,1.2878,88.8085,83.3711,34.0263
002427.SZ,尤夫股份,4.62,0.03,0.65,-2.12,-7.97,286.4,4.67,0.87,85295.0,0.3931,45.527,45.4847,9.8543
002428.SZ,云南锗业,93.5,0.56,0.6,5.73,-7.15,411.11,39.79,7.87,514198.0,47.8697,610.6672,610.562,6.5312
002429.SZ,兆驰股份,8.15,0.11,1.37,2.9,-4.68,47.16,2.21,1.03,463856.0,3.7815,368.9457,368.7329,45.2694
002430.SZ,杭氧股份,25.95,0.68,2.69,-2.99,-5.57,22.54,2.52,1.37,133570.0,3.4519,253.8843,253.7748,9.7836
002431.SZ,ST棕榈,1.35,0.01,0.75,-1.46,-2.17,-4.62,14.95,0.74,132610.0,0.1788,24.3325,24.3325,18.024
002432.SZ,九安医疗,62.12,1.71,2.83,1.17,-11.7,4.72,1.25,3.62,158393.0,9.7132,289.5935,271.724,4.6618
002434.SZ,万里扬,5.92,0.26,4.59,2.42,2.07,55.24,1.33,1.86,243318.0,1.4238,77.7059,77.6314,13.126
002436.SZ,兴森科技,42.88,1.68,4.08,9.03,19.08,329.76,12.93,9.32,1414172.0,60.1847,728.82,650.8878,16.9967
002437.SZ,誉衡药业,3.47,0.04,1.17,0.0,-20.59,24.33,3.13,13.83,2907583.0,10.1105,77.3764,72.9629,22.2987
002438.SZ,江苏神通,13.46,0.23,1.74,0.37,-2.46,22.69,1.81,0.93,43812.0,0.5882,68.3145,63.1113,5.0754
002439.SZ,启明星辰,13.88,0.29,2.13,4.36,2.36,273.08,1.55,5.97,435251.0,6.1086,168.1423,101.1239,12.114
002440.SZ,闰土股份,12.12,0.52,4.48,5.03,-13.49,10.87,1.31,3.81,360260.0,4.2794,136.2288,114.6982,11.24
002441.SZ,众业达,8.11,0.02,0.25,0.12,1.0,13.99,1.02,1.33,53217.0,0.4345,44.1625,32.356,5.4454
002442.SZ,龙星科技,5.61,-0.13,-2.26,6.65,5.45,39.75,1.51,12.27,603235.0,3.3793,28.2393,27.5738,5.0337
002443.SZ,金洲管道,12.5,0.05,0.4,5.84,22.07,37.94,1.91,6.88,358156.0,4.4853,65.0669,65.0669,5.2054
002444.SZ,巨星科技,27.97,0.93,3.44,-2.0,-7.41,12.8,1.74,1.17,134490.0,3.7166,334.0955,320.8602,11.9448
002445.SZ,中南文化,3.16,0.02,0.64,2.6,-7.6,122.77,3.28,1.99,471461.0,1.4908,75.1008,74.7736,23.7661
002446.SZ,盛路通信,8.13,0.05,0.62,-2.05,-4.13,102.11,3.05,2.57,217792.0,1.7798,74.4233,68.9243,9.1542
002448.SZ,中原内配,11.28,0.1,0.89,-2.08,-7.39,9.59,1.69,1.92,111603.0,1.2523,66.3726,65.4815,5.8841
002449.SZ,国星光电,6.56,0.07,1.08,2.34,-1.5,-41.55,1.08,1.42,87897.0,0.5749,40.5721,40.5721,6.1848
002451.SZ,摩恩电气,7.56,0.08,1.07,-5.85,-2.58,288.66,4.31,2.84,124754.0,0.9518,33.2591,33.1997,4.3994
002452.SZ,长高电气,12.11,0.13,1.09,2.54,4.31,6.46,2.41,2.63,136201.0,1.6512,75.1222,62.7153,6.2033
002453.SZ,华软科技,5.34,0.49,10.1,19.46,16.59,-28.48,6.12,13.44,864352.0,4.4686,43.3804,34.3416,8.1237
002454.SZ,松芝股份,4.97,-0.06,-1.19,0.81,-3.68,17.55,1.09,0.86,75576.0,0.3773,43.69,43.6045,8.7907
002455.SZ,百川股份,7.13,0.06,0.85,0.42,-10.76,36.4,1.84,2.5,165510.0,1.1812,51.5116,47.1159,7.2246
002456.SZ,欧菲光,7.02,0.02,0.29,0.29,-8.95,-27.67,5.51,1.72,570119.0,3.9962,245.4132,232.8966,34.9592
002457.SZ,青龙管业,11.4,0.02,0.18,-6.56,0.62,131.05,1.51,4.11,137068.0,1.5591,38.0175,38.0175,3.3349
002458.SZ,益生股份,8.39,0.02,0.24,-4.88,-6.67,19.52,2.71,1.87,180598.0,1.515,120.0771,81.0797,14.3119
002459.SZ,晶澳科技,6.84,0.26,3.95,3.01,-1.87,-4.25,1.18,1.5,497395.0,3.3496,226.3847,226.1834,33.0972
002460.SZ,赣锋锂业,46.2,0.29,0.63,-1.01,-14.27,11.38,2.01,1.85,224642.0,10.3338,968.6728,559.6526,20.9669
002461.SZ,珠江啤酒,8.36,0.06,0.72,-1.76,-4.46,13.73,1.64,0.13,29141.0,0.2436,185.0343,185.0343,22.1333
002462.SZ,嘉事堂,12.2,-0.03,-0.25,2.09,0.08,20.51,0.81,1.0,29152.0,0.3578,35.5883,35.5594,2.9171
002465.SZ,海格通信,10.22,0.18,1.79,-0.29,0.2,-70.0,2.29,1.73,427606.0,4.3645,253.6434,253.2401,24.8183
002466.SZ,天齐锂业,42.76,0.02,0.05,-0.56,-14.31,8.63,1.52,1.76,259942.0,11.0953,732.5238,631.0783,17.1311
002467.SZ,二六三,4.55,-0.01,-0.22,-2.36,-3.4,-162.54,4.05,1.82,249130.0,1.1401,62.5794,62.2532,13.7537
002468.SZ,申通快递,14.9,-0.31,-2.04,3.4,6.66,11.02,1.94,1.76,259704.0,3.8712,228.0895,219.9672,15.308
002469.SZ,三维化学,6.03,0.04,0.67,-1.15,-7.94,55.09,1.53,1.05,66330.0,0.4003,39.1264,37.9278,6.4886
002470.SZ,金正大,2.12,0.02,0.95,-7.83,0.47,-7.01,4.27,5.34,1753582.0,3.6774,69.6638,69.6578,32.8603
002471.SZ,中超控股,5.96,0.54,9.96,3.83,8.96,-321.27,4.52,7.13,958237.0,5.6431,81.5781,80.1055,13.6876
002472.SZ,双环传动,36.23,-0.07,-0.19,4.59,2.03,26.25,2.96,1.91,144246.0,5.247,307.9542,274.2495,8.5
002474.SZ,榕基软件,6.34,0.05,0.79,-0.47,-0.47,-82.64,3.03,2.38,128081.0,0.8162,39.4475,34.0601,6.222
002475.SZ,立讯精密,54.1,1.97,3.78,-2.33,-6.11,26.7,4.5,1.71,1250306.0,67.1311,4187.4914,3964.1966,77.4028
002476.SZ,新叶股份,4.86,-0.08,-1.62,-3.19,-4.71,74.08,3.06,1.23,75201.0,0.3682,29.7432,29.7432,6.12
002478.SZ,常宝股份,6.45,-0.05,-0.77,-5.15,-6.66,21.63,0.98,1.95,141085.0,0.9171,58.1019,46.6251,9.008
002479.SZ,富春环保,5.82,0.0,0.0,-1.52,-3.16,7.85,1.15,1.55,133802.0,0.7852,50.343,50.2308,8.65
002480.SZ,新筑股份,5.23,0.03,0.58,-0.38,-4.91,-20.07,5.4,0.52,40177.0,0.2109,40.2275,40.1396,7.6917
002481.SZ,双塔食品,4.23,0.0,0.0,-3.2,-0.7,78.71,2.13,0.87,97212.0,0.4122,52.1854,47.2979,12.337
002482.SZ,广田集团,1.34,0.02,1.52,0.75,-0.74,-55.14,11.83,1.42,533148.0,0.7143,50.2629,50.1657,37.5096
002483.SZ,润邦股份,5.96,-0.06,-1.0,-5.55,9.76,22.64,1.17,1.69,149412.0,0.896,52.8335,52.7609,8.8647
002484.SZ,江海股份,61.48,1.42,2.36,5.96,-3.03,68.21,7.98,4.82,395869.0,24.1168,522.9021,504.425,8.5052
002485.SZ,ST雪发,5.88,0.08,1.38,0.0,-1.67,-61.68,3.18,0.26,14398.0,0.0845,31.9872,31.9872,5.44
002486.SZ,嘉麟杰,2.81,0.04,1.44,2.93,-6.33,65.59,2.15,3.63,297490.0,0.8409,23.1624,23.0541,8.2428
002487.SZ,大金重工,39.6,-1.61,-3.91,12.18,12.34,24.4,2.04,13.53,853728.0,34.0115,293.074,249.8444,7.4009
002488.SZ,金固股份,7.65,0.0,0.0,3.1,-7.27,86.01,2.19,1.56,143990.0,1.0993,76.1511,70.3864,9.9544
