# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
600206.SH,有研新材,46.76,-0.49,-1.04,107.96,9.16,2.3,194561.0,9.1936,395.8483,395.8483,8.4655
605338.SH,巴比食品,19.44,0.73,3.9,17.29,2.13,0.51,12134.0,0.2334,46.5718,46.5718,2.3957
601872.SH,招商轮船,19.41,0.11,0.57,11.26,3.35,0.51,409096.0,7.9906,1567.2679,1567.2679,80.7454
002884.SZ,凌霄泵业,15.89,0.13,0.82,13.37,2.5,0.21,5685.0,0.0902,56.8358,43.6271,3.5768
605099.SH,共创草坪,30.42,0.22,0.73,16.17,3.87,0.21,8535.0,0.2589,122.49,122.3268,4.0266
002690.SZ,美亚光电,16.2,0.21,1.31,22.69,5.55,0.27,11454.0,0.1849,142.9211,69.1792,8.8223
603025.SH,大豪科技,13.82,0.32,2.37,14.5,5.59,0.24,26354.0,0.3612,154.3217,153.288,11.1665
000915.SZ,华特达因,25.13,0.01,0.04,13.18,2.25,0.5,11736.0,0.2918,58.8875,58.8351,2.3433
300770.SZ,新媒股份,35.57,1.03,2.98,13.55,2.18,0.59,13538.0,0.4772,81.0422,81.0422,2.2784
603871.SH,嘉友国际,13.89,0.26,1.91,12.99,3.04,0.15,21051.0,0.2902,190.0164,190.0164,13.6801
300926.SZ,博俊科技,18.15,0.3,1.68,13.85,2.14,0.44,13135.0,0.2382,78.8302,54.0858,4.3433
001380.SZ,华纬科技,18.12,0.17,0.95,21.02,2.43,0.7,16375.0,0.2997,49.0788,42.1711,2.7085
300181.SZ,佐力药业,13.54,0.19,1.42,12.66,2.86,0.63,38189.0,0.514,94.9678,81.5783,7.0139
603173.SH,福斯达,30.86,0.3,0.98,16.33,2.47,0.1,1632.0,0.0503,49.376,49.376,1.6
605305.SH,中际联合,31.85,0.15,0.47,12.85,2.17,0.45,9574.0,0.3046,67.6876,67.6876,2.1252
605499.SH,东鹏饮料,122.2,3.28,2.76,15.65,4.61,0.39,26215.0,3.1673,897.1916,826.0927,7.342
300628.SZ,亿联网络,42.35,0.53,1.27,17.6,5.83,0.3,22087.0,0.9308,536.5399,307.4062,12.6692
603444.SH,吉比特,392.2,11.24,2.95,12.94,4.67,1.68,12102.0,4.6985,282.5452,282.5452,0.7204
000848.SZ,承德露露,8.49,0.09,1.07,14.54,2.69,0.22,22232.0,0.1879,86.598,85.8011,10.2
002867.SZ,周大生,10.91,0.11,1.02,13.16,1.9,0.3,31958.0,0.3475,118.4252,117.7344,10.8547
000528.SZ,柳    工,8.02,0.11,1.39,7.7,0.87,0.42,85527.0,0.6835,163.6541,163.4271,20.4058
002648.SZ,卫星化学,27.74,0.09,0.33,7.5,2.46,0.27,90648.0,2.5116,934.4623,933.8622,33.6865
000791.SZ,甘肃能源,7.32,0.09,1.24,14.14,1.57,0.24,47251.0,0.3447,237.4491,141.6883,32.4384
002957.SZ,科瑞技术,38.76,-0.46,-1.17,50.48,4.92,1.34,55983.0,2.2064,162.7852,162.3511,4.1998
600150.SH,中国船舶,35.98,1.66,4.84,13.6,1.78,1.27,956811.0,34.0427,2707.7185,2707.7185,75.2562
002008.SZ,大族激光,90.36,-2.64,-2.84,36.12,4.33,1.89,180639.0,16.6207,930.3496,864.5011,10.296
603268.SH,松发股份,191.73,0.77,0.4,27.06,9.77,0.47,10902.0,2.0874,1953.186,447.2098,10.1872
600362.SH,江西铜业,47.23,0.35,0.75,9.47,1.87,0.69,143279.0,6.7798,1635.4471,980.1393,34.6273
002916.SZ,深南电路,342.93,1.39,0.41,51.88,12.96,0.31,20483.0,7.0982,2335.9246,2279.831,6.8117
001232.SZ,嘉立创,166.06,-0.33,-0.2,44.77,7.27,2.2,9743.0,1.6334,922.5629,73.4094,5.5556
600487.SH,亨通光电,64.92,-0.37,-0.57,25.66,4.75,1.88,460721.0,30.002,1601.1819,1592.9072,24.6639
603061.SH,金海通,322.59,-7.67,-2.32,81.98,14.8,1.31,11384.0,3.7276,280.6533,280.6533,0.87
300672.SZ,国科微,175.76,-13.04,-6.91,97.47,9.51,3.28,68963.0,12.3807,381.5793,369.6895,2.171
603629.SH,利通电子,112.46,0.85,0.76,29.36,15.65,1.83,66164.0,7.4561,412.4223,405.6695,3.6673
688372.SH,伟测科技,121.92,-1.24,-1.01,64.67,4.85,0.96,16283.0,2.0092,206.0406,206.0406,1.69
300661.SZ,圣邦股份,110.65,0.89,0.81,90.24,7.76,0.48,28819.0,3.2495,758.5781,665.9123,6.8557
300475.SZ,香农芯创,169.72,-5.89,-3.35,10.94,11.16,2.98,133870.0,22.9928,796.9063,761.1893,4.6954
300346.SZ,南大光电,52.4,0.1,0.19,70.79,10.38,1.1,72982.0,3.8499,362.1662,346.8859,6.9116
300442.SZ,润泽科技,64.96,0.55,0.85,44.29,7.36,0.32,51560.0,3.3457,1066.0209,1062.894,16.4104
300398.SZ,飞凯材料,33.53,-0.23,-0.68,35.77,3.65,1.33,75581.0,2.5495,191.1321,190.1873,5.7003
002111.SZ,威海广泰,10.07,0.26,2.65,16.87,1.75,1.08,52864.0,0.5288,53.5735,49.2173,5.3201
300033.SZ,同花顺,227.36,7.86,3.58,89.85,22.3,1.12,49049.0,10.9764,1711.2023,996.7688,7.5264
688110.SH,东芯股份,115.66,-1.44,-1.23,38.81,12.31,1.05,46333.0,5.4396,511.6537,511.6537,4.4238
002384.SZ,东山精密,182.07,2.91,1.62,56.39,13.69,1.4,193691.0,35.6269,3334.8078,2524.076,18.3161
600584.SH,长电科技,69.31,-1.96,-2.75,73.42,4.28,2.44,436167.0,30.58,1240.2432,1240.2432,17.8941
600601.SH,方正科技,13.24,0.62,4.91,49.33,10.78,5.36,2235751.0,30.2923,565.8436,552.1468,42.7374
300319.SZ,麦捷科技,19.03,-0.27,-1.4,55.94,3.42,4.59,390721.0,7.5406,168.9081,161.9967,8.8759
688536.SH,思瑞浦,301.37,-0.03,-0.01,67.6,6.28,0.61,8231.0,2.5144,416.1181,408.8053,1.3808
300394.SZ,天孚通信,255.26,6.45,2.59,115.61,44.56,1.62,176603.0,45.4735,2784.4401,2778.2193,10.9083
603893.SH,瑞芯微,190.8,-3.1,-1.6,46.99,16.4,1.07,45182.0,8.6749,807.3579,807.2549,4.2314
301696.SZ,三瑞智能,96.52,-0.09,-0.09,72.81,19.59,1.55,4654.0,0.4528,386.0897,29.0365,4.0001
688380.SH,中微半导,39.76,0.4,1.02,46.38,4.93,0.61,24274.0,0.9677,159.1851,159.1851,4.0037
688183.SH,生益电子,121.4,-2.1,-1.7,45.77,15.61,0.7,58678.0,7.2672,1016.8358,1016.8358,8.3759
300738.SZ,奥飞数据,20.36,0.3,1.5,51.02,5.47,1.13,110984.0,2.2513,200.5876,200.5244,9.852
001389.SZ,广合科技,156.59,-1.56,-0.99,38.73,9.34,1.31,20004.0,3.1916,740.2153,238.5757,4.7271
002297.SZ,博云新材,21.85,-0.15,-0.68,36.78,5.45,16.84,964966.0,21.4706,125.2234,125.2234,5.731
002491.SZ,通鼎互联,21.04,-0.02,-0.09,63.89,9.69,2.99,352168.0,7.4062,258.7908,247.529,12.2999
002185.SZ,华天科技,16.09,0.07,0.44,32.9,2.81,1.24,412381.0,6.6562,535.2753,535.1577,33.2676
002558.SZ,巨人网络,28.01,1.09,4.05,12.41,3.16,2.2,418017.0,11.4691,532.3474,532.3453,19.0056
003022.SZ,联泓新科,19.83,0.29,1.48,31.02,3.39,0.2,26363.0,0.5228,264.8431,264.6178,13.3557
000155.SZ,川能动力,12.29,0.1,0.82,16.07,2.03,0.41,76554.0,0.9352,226.8941,226.8941,18.4617
601869.SH,长飞光纤,389.41,-4.05,-1.03,55.12,20.0,0.87,35538.0,13.912,3223.9453,1582.322,8.2791
002975.SZ,博杰股份,98.62,-3.66,-3.58,60.01,8.31,4.03,55777.0,5.6231,205.2585,136.3551,2.0813
600961.SH,株冶集团,26.56,-0.06,-0.23,7.31,4.86,1.17,87792.0,2.3371,284.955,199.6814,10.7287
000426.SZ,兴业银锡,39.74,0.47,1.2,15.59,6.22,0.91,162111.0,6.4325,705.6376,705.4547,17.7564
600026.SH,中远海能,20.52,0.19,0.93,12.35,2.33,1.17,447302.0,9.2878,1122.6931,785.5039,54.7121
603992.SH,松霖科技,21.3,0.22,1.04,30.5,2.72,0.16,7181.0,0.1528,94.3679,94.3679,4.4304
603259.SH,XD药明康,156.27,0.15,0.1,21.19,5.72,0.32,78411.0,12.2322,4695.2187,3864.995,30.0456
600499.SH,科达制造,14.73,0.34,2.36,11.0,2.13,0.47,90697.0,1.3269,282.5002,282.5002,19.1786
600160.SH,巨化股份,38.58,0.03,0.08,19.65,4.72,0.24,64095.0,2.4682,1041.562,1041.562,26.9975
002415.SZ,海康威视,35.55,0.57,1.63,20.63,4.11,0.14,125781.0,4.4619,3258.1118,3215.8863,91.6487
