# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
688256.SH,寒武纪,1114.27,14.28,1.3,151.61,50.34,0.34,21187.0,23.5658,7007.1316,7007.1316,6.2885
300308.SZ,中际旭创,824.5,11.5,1.41,35.57,24.37,0.64,71217.0,58.8891,9711.865,9151.4306,11.7791
300502.SZ,新易盛,392.78,8.02,2.08,36.37,22.54,0.85,107137.0,42.1587,5476.3614,4926.4163,13.9426
688008.SH,澜起科技,193.99,3.98,2.09,59.27,11.0,0.97,111409.0,21.6495,2367.7217,2220.7287,12.2054
688041.SH,海光信息,248.01,1.81,0.74,160.26,22.72,0.16,37667.0,9.3559,5764.5909,5764.5909,23.2434
603019.SH,中科曙光,84.79,0.44,0.52,63.86,5.38,0.55,80374.0,6.7974,1240.5759,1240.5238,14.6312
688012.SH,中微公司,342.26,1.26,0.37,58.02,10.91,0.32,29937.0,10.2819,3278.3112,3224.7636,9.5784
688981.SH,中芯国际,125.2,1.33,1.07,119.96,6.25,0.32,63240.0,7.9054,10718.5621,2503.4523,85.6115
002371.SZ,北方华创,661.17,5.33,0.81,71.19,11.83,0.17,12288.0,8.1392,4798.0393,4794.049,7.2569
603986.SH,兆易创新,382.5,-0.7,-0.18,19.64,7.19,1.08,72136.0,27.7205,2692.6907,2565.4976,7.0397
601138.SH,工业富联,64.19,0.99,1.57,26.83,7.25,0.22,436022.0,28.1542,12737.9228,12737.9228,198.4409
002463.SZ,沪电股份,115.09,-1.33,-1.14,37.88,12.31,0.74,142548.0,16.6141,2214.75,2213.0101,19.2436
600183.SH,生益科技,142.66,-0.53,-0.37,52.71,18.73,0.91,219475.0,31.7747,3465.2166,3440.6009,24.29
000977.SZ,浪潮信息,80.46,-5.89,-6.82,20.01,4.82,5.43,797216.0,65.2696,1181.5363,1180.2803,14.6848
000938.SZ,紫光股份,36.35,-1.78,-4.67,23.99,5.82,3.41,974880.0,35.9501,1039.639,1039.6364,28.6008
