# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
300398.SZ,飞凯材料,33.76,-0.15,-0.44,36.02,3.68,3.68,208871.0,7.0247,192.4432,191.4919,5.7003
002111.SZ,威海广泰,9.81,0.06,0.62,16.43,1.71,2.41,117868.0,1.1619,52.1903,47.9465,5.3201
300033.SZ,同花顺,219.5,2.34,1.08,86.74,21.53,2.47,108152.0,23.9337,1652.0448,962.3098,7.5264
688110.SH,东芯股份,117.1,0.7,0.6,39.29,12.46,3.11,137490.0,16.0492,518.0239,518.0239,4.4238
002384.SZ,东山精密,179.16,-4.27,-2.33,55.49,13.47,3.17,439576.0,79.4374,3281.5081,2483.734,18.3161
600584.SH,长电科技,71.27,-0.04,-0.06,75.49,4.41,2.78,498105.0,35.5648,1275.3158,1275.3158,17.8941
600601.SH,方正科技,12.62,0.56,4.64,47.02,10.28,4.91,2045829.0,25.5047,539.3464,526.291,42.7374
300319.SZ,麦捷科技,19.3,-0.15,-0.77,56.74,3.47,12.13,1032475.0,20.113,171.3045,164.2952,8.8759
688536.SH,思瑞浦,301.4,3.4,1.14,67.61,6.29,1.73,23448.0,7.0593,416.1595,408.846,1.3808
300394.SZ,天孚通信,248.81,-1.19,-0.48,112.68,43.44,2.34,254888.0,63.19,2714.0819,2708.0183,10.9083
603893.SH,瑞芯微,193.9,-3.59,-1.82,47.76,16.66,2.62,110921.0,21.6758,820.4753,820.3706,4.2314
301696.SZ,三瑞智能,96.61,0.91,0.95,72.87,19.6,3.87,11634.0,1.1249,386.4497,29.0635,4.0001
688380.SH,中微半导,39.36,0.08,0.2,45.91,4.88,1.65,66115.0,2.6015,157.5837,157.5837,4.0037
688183.SH,生益电子,123.5,-1.36,-1.09,46.57,15.88,1.82,152266.0,18.8862,1034.4252,1034.4252,8.3759
300738.SZ,奥飞数据,20.06,0.11,0.55,50.27,5.39,2.52,248517.0,4.9939,197.6319,197.5698,9.852
001389.SZ,广合科技,158.15,2.83,1.82,39.12,9.43,3.15,47945.0,7.5232,747.5895,240.9524,4.7271
002297.SZ,博云新材,22.0,2.0,10.0,37.04,5.49,31.38,1798469.0,38.0987,126.0831,126.0831,5.731
002491.SZ,通鼎互联,21.06,-0.4,-1.86,63.95,9.69,10.9,1282850.0,27.1271,259.0368,247.7643,12.2999
002185.SZ,华天科技,16.02,-0.03,-0.19,32.76,2.8,3.55,1181421.0,18.9393,532.9466,532.8295,33.2676
002558.SZ,巨人网络,26.92,0.82,3.14,11.93,3.04,4.04,767504.0,20.6186,511.6313,511.6293,19.0056
003022.SZ,联泓新科,19.54,0.13,0.67,30.57,3.34,0.4,53424.0,1.0411,260.97,260.748,13.3557
000155.SZ,川能动力,12.19,-0.06,-0.49,15.94,2.01,1.56,287397.0,3.5372,225.0479,225.0479,18.4617
601869.SH,长飞光纤,393.46,-14.34,-3.52,55.69,20.21,2.92,118768.0,47.0489,3257.4754,1598.7787,8.2791
002975.SZ,博杰股份,102.28,4.85,4.98,62.24,8.62,10.76,148710.0,14.8642,212.8761,141.4155,2.0813
600961.SH,株冶集团,26.62,0.37,1.41,7.33,4.87,3.71,278747.0,7.3908,285.5987,200.1325,10.7287
000426.SZ,兴业银锡,39.27,1.25,3.29,15.41,6.15,3.01,533853.0,20.9082,697.2922,697.1114,17.7564
600026.SH,中远海能,20.33,1.64,8.77,12.24,2.31,3.02,1157180.0,23.2932,1112.2978,778.2308,54.7121
603992.SH,松霖科技,21.08,0.14,0.67,30.19,2.69,0.63,28117.0,0.593,93.3932,93.3932,4.4304
603259.SH,药明康德,156.63,0.64,0.41,21.19,5.72,1.22,301039.0,46.9116,4694.8101,3873.8988,29.9739
600499.SH,科达制造,14.39,0.16,1.12,10.74,2.08,1.15,220425.0,3.159,275.9795,275.9795,19.1786
