# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
688256.SH,寒武纪,1099.99,-8.01,-0.72,149.67,49.69,1.04,65099.0,71.6739,6917.3312,6917.3312,6.2885
300308.SZ,中际旭创,813.0,-9.4,-1.14,35.08,24.03,1.95,216429.0,176.9093,9576.4054,9023.7878,11.7791
300502.SZ,新易盛,384.76,-1.94,-0.5,35.63,22.08,2.08,260500.0,101.1542,5364.542,4825.826,13.9426
688008.SH,澜起科技,190.01,-3.09,-1.6,58.05,10.78,2.15,246630.0,47.2843,2319.1443,2175.1671,12.2054
688041.SH,海光信息,246.2,-1.01,-0.41,159.09,22.55,0.45,103568.0,25.5654,5722.5204,5722.5204,23.2434
603019.SH,中科曙光,84.35,-0.94,-1.1,63.52,5.35,1.42,207452.0,17.6463,1234.1382,1234.0863,14.6312
688012.SH,中微公司,341.0,-2.88,-0.84,57.81,10.87,1.29,121910.0,41.6882,3266.2424,3212.8919,9.5784
688981.SH,中芯国际,123.87,1.32,1.08,118.69,6.19,1.11,221538.0,27.4694,10604.6988,2476.8581,85.6115
002371.SZ,北方华创,655.84,-11.16,-1.67,70.61,11.74,0.77,55641.0,36.5679,4759.36,4755.4019,7.2569
603986.SH,兆易创新,383.2,-5.66,-1.46,19.67,7.2,3.56,238566.0,91.9922,2697.6185,2570.1926,7.0397
601138.SH,工业富联,63.2,1.4,2.27,26.41,7.14,0.46,919220.0,58.074,12541.4663,12541.4663,198.4409
002463.SZ,沪电股份,116.42,-1.97,-1.66,38.32,12.45,1.67,321643.0,37.7436,2240.344,2238.584,19.2436
600183.SH,生益科技,143.19,-1.79,-1.23,52.91,18.8,2.64,635897.0,90.6319,3478.0904,3453.3832,24.29
000977.SZ,浪潮信息,86.35,0.66,0.77,21.48,5.17,7.59,1113705.0,96.8773,1268.0296,1266.6817,14.6848
000938.SZ,紫光股份,38.13,0.14,0.37,25.16,6.1,5.45,1558010.0,59.7183,1090.5485,1090.5457,28.6008
600206.SH,有研新材,47.25,-1.01,-2.09,109.09,9.25,6.47,547304.0,25.9423,399.9964,399.9964,8.4655
605338.SH,巴比食品,18.71,-0.07,-0.37,16.64,2.05,0.52,12552.0,0.2361,44.8229,44.8229,2.3957
601872.SH,招商轮船,19.3,1.49,8.37,11.2,3.33,1.82,1467636.0,27.9204,1558.3859,1558.3859,80.7454
002884.SZ,凌霄泵业,15.76,-0.16,-1.01,13.26,2.48,0.89,24489.0,0.3877,56.3708,43.2702,3.5768
605099.SH,共创草坪,30.2,0.08,0.27,16.05,3.85,0.78,31358.0,0.9644,121.6041,121.4422,4.0266
002690.SZ,美亚光电,15.99,-0.23,-1.42,22.4,5.48,0.82,35140.0,0.5662,141.0684,68.2825,8.8223
603025.SH,大豪科技,13.5,0.05,0.37,14.16,5.46,0.46,50495.0,0.683,150.7484,149.7386,11.1665
000915.SZ,华特达因,25.12,-0.21,-0.83,13.17,2.25,0.52,12133.0,0.3059,58.8641,58.8117,2.3433
300770.SZ,新媒股份,34.54,-0.37,-1.06,13.15,2.12,1.03,23581.0,0.8238,78.6954,78.6954,2.2784
603871.SH,嘉友国际,13.63,-0.11,-0.8,12.75,2.98,0.77,105714.0,1.4395,186.4596,186.4596,13.6801
300926.SZ,博俊科技,17.85,-0.08,-0.45,13.62,2.11,0.75,22364.0,0.4,77.5272,53.1918,4.3433
001380.SZ,华纬科技,17.95,0.04,0.22,20.82,2.41,0.55,12873.0,0.2311,48.6183,41.7755,2.7085
300181.SZ,佐力药业,13.35,-0.16,-1.18,12.49,2.82,2.16,130139.0,1.7466,93.6352,80.4335,7.0139
603173.SH,福斯达,30.56,0.56,1.87,16.17,2.45,0.76,12126.0,0.3745,48.896,48.896,1.6
605305.SH,中际联合,31.7,0.03,0.09,12.79,2.16,1.72,36454.0,1.1579,67.3688,67.3688,2.1252
605499.SH,东鹏饮料,118.92,-1.2,-1.0,15.23,4.48,0.73,49127.0,5.8772,873.1098,803.9193,7.342
300628.SZ,亿联网络,41.82,0.55,1.33,17.38,5.75,1.17,84783.0,3.5507,529.8253,303.5591,12.6692
603444.SH,吉比特,380.96,2.39,0.63,12.57,4.53,1.63,11711.0,4.4849,274.4478,274.4478,0.7204
000848.SZ,承德露露,8.4,-0.02,-0.24,14.38,2.66,1.06,107359.0,0.9081,85.68,84.8916,10.2
002867.SZ,周大生,10.8,0.06,0.56,13.03,1.88,0.84,90790.0,0.9802,117.2312,116.5473,10.8547
000528.SZ,柳    工,7.91,0.08,1.02,7.59,0.86,1.57,318922.0,2.5311,161.4095,161.1856,20.4058
002648.SZ,卫星化学,27.65,0.16,0.58,7.48,2.45,1.0,338271.0,9.3998,931.4305,930.8324,33.6865
000791.SZ,甘肃能源,7.23,0.03,0.42,13.97,1.55,0.71,136902.0,0.9923,234.5296,139.9462,32.4384
002957.SZ,科瑞技术,39.22,0.3,0.77,51.08,4.98,2.62,109846.0,4.3151,164.7171,164.2779,4.1998
600150.SH,中国船舶,34.32,0.39,1.15,12.97,1.7,1.34,1007900.0,34.84,2582.7932,2582.7932,75.2562
002008.SZ,大族激光,93.0,-0.39,-0.42,37.17,4.46,4.77,456321.0,42.2731,957.5312,889.7588,10.296
603268.SH,松发股份,190.96,7.41,4.04,26.95,9.73,2.88,67130.0,12.6686,1945.3419,445.4138,10.1872
600362.SH,江西铜业,46.88,0.33,0.71,9.4,1.85,1.97,408043.0,19.1658,1623.3275,972.876,34.6273
002916.SZ,深南电路,341.54,-6.85,-1.97,51.67,12.9,0.73,48352.0,16.6672,2326.4564,2270.5902,6.8117
001232.SZ,嘉立创,166.39,-1.41,-0.84,44.86,7.29,5.92,26184.0,4.3553,924.3963,73.5553,5.5556
600487.SH,亨通光电,65.29,-1.61,-2.41,25.81,4.78,5.33,1306763.0,86.1793,1610.3075,1601.9856,24.6639
603061.SH,金海通,330.26,5.26,1.62,83.93,15.15,3.47,30205.0,9.9311,287.3262,287.3262,0.87
300672.SZ,国科微,188.8,4.08,2.21,104.7,10.22,4.46,93726.0,17.505,409.8894,397.1175,2.171
603629.SH,利通电子,111.61,-3.4,-2.96,29.14,15.53,6.31,227758.0,25.608,409.3051,402.6034,3.6673
688372.SH,伟测科技,123.16,0.02,0.02,65.32,4.9,3.21,54279.0,6.7833,208.1361,208.1361,1.69
300661.SZ,圣邦股份,109.76,-0.97,-0.88,89.51,7.7,0.83,49694.0,5.4906,752.4765,660.5561,6.8557
300475.SZ,香农芯创,175.61,7.81,4.65,11.32,11.55,8.92,399897.0,70.0924,824.5623,787.6058,4.6954
300346.SZ,南大光电,52.3,-0.29,-0.55,70.65,10.36,2.75,181719.0,9.5156,361.4751,346.2239,6.9116
300442.SZ,润泽科技,64.41,0.0,0.0,43.92,7.29,0.88,144458.0,9.3022,1056.9951,1053.8947,16.4104
