# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,5日涨幅%,本月涨幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
002796.SZ,世嘉科技,31.17,-0.13,-0.42,5.38,1.6,-96.64,9.46,0.17,3949.0,0.1232,78.6628,71.1077,2.5237
002797.SZ,第一创业,6.36,0.0,0.0,1.44,-3.93,19.43,1.58,0.03,12115.0,0.0771,267.2726,267.2726,42.024
002798.SZ,帝欧水华,6.64,-0.05,-0.75,1.22,9.95,-66.5,1.99,0.09,4726.0,0.0314,39.011,34.3121,5.8751
002799.SZ,环球印务,6.94,-0.05,-0.72,4.68,-1.14,103.53,1.74,0.1,3215.0,0.0223,22.2108,22.2105,3.2004
002800.SZ,天顺股份,14.91,-0.11,-0.73,1.29,-5.83,-149.01,4.68,0.09,1253.0,0.0187,22.7009,21.8242,1.5225
002801.SZ,微光股份,26.73,-0.07,-0.26,1.17,-3.12,15.56,3.1,0.03,327.0,0.0088,61.3806,30.9541,2.2963
002802.SZ,洪汇新材,12.36,0.0,0.0,4.39,-1.68,39.03,3.44,0.13,1876.0,0.0231,22.402,18.5008,1.8125
002803.SZ,吉宏股份,20.66,-0.42,-1.99,5.35,6.18,29.99,3.41,0.31,9224.0,0.1922,94.6056,61.4768,4.5792
002805.SZ,丰元股份,16.56,-0.17,-1.02,-2.82,-11.73,15.89,4.63,0.13,3616.0,0.0601,46.3784,46.1719,2.8006
002806.SZ,华锋股份,15.36,-0.02,-0.13,-1.66,5.64,-78.09,2.94,0.26,4316.0,0.0664,32.6368,25.6131,2.1248
002807.SZ,江阴银行,4.14,0.0,0.0,-1.19,1.72,6.47,0.55,0.08,20985.0,0.087,112.0918,111.9252,27.0753
002809.SZ,红墙股份,8.42,-0.06,-0.71,3.06,-5.84,-69.75,1.12,0.18,3083.0,0.026,20.2299,14.3115,2.4026
002810.SZ,山东赫达,21.57,0.05,0.23,4.71,1.64,17.62,3.4,0.03,823.0,0.0178,75.0748,69.688,3.4805
002811.SZ,郑中设计,17.9,0.79,4.62,21.11,32.57,25.6,3.83,0.67,18871.0,0.3336,55.1266,50.6683,3.0797
002812.SZ,恩捷股份,47.13,-0.53,-1.11,-1.63,-11.44,28.19,1.78,0.06,5342.0,0.2532,462.4954,387.6965,9.8132
002813.SZ,路畅科技,22.33,-0.17,-0.76,6.74,3.92,-60.84,13.22,0.07,838.0,0.0187,26.796,26.7719,1.2
002815.SZ,崇达技术,25.43,0.04,0.16,8.77,71.66,103.09,3.53,0.91,70990.0,1.7924,313.8447,197.6262,12.3415
002816.SZ,*ST和科,21.9,-0.52,-2.32,-0.59,-10.29,-59.88,9.77,0.27,2678.0,0.0586,21.9,21.9,1.0
002817.SZ,黄山胶囊,6.75,-0.02,-0.3,5.3,-1.47,33.49,2.07,0.15,4319.0,0.0291,20.1891,19.5994,2.991
002818.SZ,富森美,11.15,-0.07,-0.62,-2.28,3.72,6.69,1.47,0.07,2069.0,0.0231,83.4532,33.2668,7.4846
002819.SZ,东方中科,21.97,-0.07,-0.32,2.66,1.57,-76.37,1.68,0.07,1603.0,0.0354,65.4853,51.8928,2.9807
002820.SZ,桂发祥,9.93,-0.08,-0.8,4.86,-3.03,-143.99,2.4,0.19,3886.0,0.0387,19.9462,19.9462,2.0087
002821.SZ,凯莱英,188.99,1.33,0.71,3.57,16.93,65.48,3.84,0.1,3070.0,0.5774,681.6179,601.1232,3.6066
002822.SZ,ST中装,2.94,0.0,0.0,-1.67,-6.37,-130.18,5.38,0.01,1286.0,0.0038,57.33,31.427,19.5
002823.SZ,凯中精密,12.88,-0.05,-0.39,2.38,-0.98,20.15,2.08,0.04,980.0,0.0126,42.1818,28.7275,3.275
002824.SZ,和胜股份,28.74,0.06,0.21,2.31,8.49,50.66,3.81,0.39,8858.0,0.2551,89.4311,65.003,3.1117
002825.SZ,纳尔股份,9.48,-0.04,-0.42,-1.04,1.61,35.63,2.06,0.1,2605.0,0.0248,32.416,24.4404,3.4194
002826.SZ,易明医药,17.25,-0.14,-0.81,1.11,-0.92,24.66,3.81,0.07,1222.0,0.0211,32.8919,31.8658,1.9068
002827.SZ,高争民爆,76.96,2.68,3.61,19.61,32.74,328.52,20.0,0.85,23531.0,1.801,213.2146,212.4087,2.7705
002828.SZ,贝肯能源,10.88,-0.17,-1.54,4.11,-12.43,-8.8,3.62,0.29,5745.0,0.063,21.8675,21.8675,2.0099
002829.SZ,星网宇达,20.37,-0.09,-0.44,2.26,-2.68,19.02,2.51,0.21,3122.0,0.0636,42.3308,30.6922,2.0781
002830.SZ,名雕股份,14.97,-0.13,-0.86,4.91,-4.88,169.2,4.2,0.13,1241.0,0.0186,27.8286,13.8973,1.859
002831.SZ,裕同科技,29.28,0.48,1.67,2.88,9.11,32.81,3.36,0.06,4510.0,0.131,377.2233,209.1242,12.8833
002832.SZ,比音勒芬,25.68,0.03,0.12,2.72,1.18,14.94,2.7,0.03,1004.0,0.0258,146.5576,99.3655,5.7071
002833.SZ,弘亚数控,18.48,0.05,0.27,4.64,-0.27,15.56,2.69,0.03,756.0,0.014,79.2921,54.1587,4.2907
002835.SZ,同为股份,13.14,-0.08,-0.61,4.2,0.38,26.15,2.33,0.12,1527.0,0.0201,28.8415,16.7474,2.1949
002836.SZ,新宏泽,10.75,-0.39,-3.5,9.14,6.57,49.47,6.87,1.13,25977.0,0.2842,24.768,24.768,2.304
002837.SZ,英维克,62.03,0.51,0.83,0.0,-9.1,214.66,21.65,0.13,15102.0,0.9349,793.2579,704.002,12.7883
002838.SZ,道恩股份,25.49,0.17,0.67,0.95,-2.11,25.73,3.18,0.03,1459.0,0.0371,121.9438,107.221,4.784
002839.SZ,张家港行,4.27,-0.01,-0.23,-1.39,-0.23,5.11,0.54,0.03,8350.0,0.0357,104.3735,104.2769,24.4434
002840.SZ,华统股份,8.35,-0.07,-0.83,3.09,-3.59,-7.03,1.99,0.08,6717.0,0.0562,66.9809,66.506,8.0217
002842.SZ,翔鹭钨业,34.33,-0.16,-0.46,-4.51,-11.75,11.65,5.28,0.31,8210.0,0.2816,112.3183,92.163,3.2717
002843.SZ,泰嘉股份,16.38,0.12,0.74,0.18,-3.66,73.2,3.06,0.25,6209.0,0.1013,41.2346,41.0209,2.5174
002845.SZ,同兴达,14.71,0.08,0.55,4.7,5.38,229.81,1.91,0.15,3694.0,0.0542,48.1829,36.8095,3.2755
002846.SZ,英联股份,11.58,-0.01,-0.09,-9.18,4.62,75.16,3.39,0.43,11805.0,0.1369,48.6353,31.4272,4.1999
002847.SZ,盐津铺子,43.54,-0.03,-0.07,1.4,-3.55,13.83,5.6,0.04,879.0,0.0383,117.6392,106.1398,2.7019
002848.SZ,高斯贝尔,15.58,0.13,0.84,3.25,11.84,-248.41,37.08,0.6,9946.0,0.1551,26.042,25.7726,1.6715
002849.SZ,威星智能,21.96,1.05,5.02,22.0,17.34,50.67,3.49,2.55,55785.0,1.2088,48.4512,48.0246,2.2063
002850.SZ,科达利,171.65,0.25,0.15,2.22,-2.96,26.06,3.25,0.02,473.0,0.0812,491.4892,359.8829,2.8633
002851.SZ,麦格米特,124.6,1.6,1.3,2.43,-4.26,144.59,7.98,0.25,12136.0,1.5093,728.9229,612.6446,5.8501
002852.SZ,道道全,8.15,-0.13,-1.57,1.49,-4.47,83.13,1.28,0.31,8758.0,0.0721,28.0334,23.2942,3.4397
002853.SZ,皮阿诺,22.08,-0.2,-0.9,2.46,-2.56,-484.97,4.55,0.03,405.0,0.009,40.3878,28.418,1.8292
002855.SZ,捷荣技术,13.39,-0.14,-1.03,8.33,-17.08,-42.47,17.83,0.43,10682.0,0.1428,32.9956,32.9698,2.4642
002856.SZ,*ST美芝,19.77,-2.2,-10.01,-20.86,6.81,-44.52,-36.01,0.4,4993.0,0.0987,26.7513,24.4959,1.3531
002857.SZ,三晖电气,18.0,0.1,0.56,3.99,-8.47,-26.38,4.82,0.06,784.0,0.0141,23.5141,23.1453,1.3063
002858.SZ,力盛体育,11.56,-0.07,-0.6,2.57,-4.0,67.36,2.54,0.16,2378.0,0.0274,21.58,17.0385,1.8668
002859.SZ,洁美科技,68.63,1.57,2.34,1.15,0.88,112.99,8.25,0.29,12461.0,0.8482,311.3345,293.9527,4.5364
002861.SZ,瀛通通讯,14.96,-0.04,-0.27,4.62,-7.91,-24.5,2.78,0.12,1742.0,0.026,27.8681,21.2438,1.8628
002862.SZ,实丰文化,15.84,-0.25,-1.55,6.17,6.47,435.1,9.2,0.21,2673.0,0.0424,26.8472,20.3665,1.6949
300084.SZ,海默科技,10.41,-0.09,-0.86,1.86,0.19,-79.67,4.49,0.02,764.0,0.008,57.1259,52.2809,5.4876
300085.SZ,银之杰,31.68,-0.03,-0.09,6.1,-1.96,-493.25,52.95,0.19,11209.0,0.3548,223.8637,189.0368,7.0664
300086.SZ,康芝药业,5.61,-0.17,-2.94,-9.37,-15.3,-38.96,2.95,1.03,45431.0,0.2559,25.5325,24.7223,4.5512
300087.SZ,ST荃银,5.68,-0.04,-0.7,1.07,-3.41,-48.54,3.3,0.04,3213.0,0.0183,53.8084,50.5444,9.4733
300088.SZ,长信科技,7.48,0.22,3.03,3.46,4.62,82.21,2.17,0.91,225138.0,1.6735,186.8305,185.9157,24.9773
300091.SZ,*ST金灵,2.44,-0.01,-0.41,1.67,-5.1,-4.03,5.33,0.02,3524.0,0.0086,69.3459,39.5797,28.4205
300092.SZ,科新机电,11.23,-0.09,-0.8,-0.35,-7.27,37.13,1.87,0.04,803.0,0.009,30.7616,23.5671,2.7392
300093.SZ,金刚光伏,21.89,0.18,0.83,4.54,-6.85,-54.42,5.88,0.03,940.0,0.0205,121.0464,61.0731,5.5298
300094.SZ,国联水产,2.99,-0.04,-1.32,3.82,-2.61,168.0,34.03,0.24,26488.0,0.0795,33.7322,33.0549,11.2817
300095.SZ,华伍股份,8.97,-0.04,-0.44,0.9,4.55,22.26,2.44,0.18,5700.0,0.0514,35.3799,28.495,3.9443
300096.SZ,ST易联众,9.18,-0.03,-0.33,5.52,6.21,-41.43,12.59,0.01,580.0,0.0053,39.474,39.474,4.3
300097.SZ,智云股份,11.13,0.1,0.91,17.9,3.17,-57.86,14.85,0.27,7210.0,0.0799,32.9656,29.3643,2.9619
300098.SZ,高新兴,4.36,-0.04,-0.91,0.0,-4.79,115.4,2.85,0.07,11251.0,0.0493,75.7673,67.22,17.3778
300099.SZ,尤洛卡,6.34,0.01,0.16,3.26,4.82,77.47,2.02,0.07,3692.0,0.0234,46.7426,34.0985,7.3727
300100.SZ,双林股份,20.6,0.02,0.1,2.64,-4.68,65.19,3.6,0.04,1975.0,0.0407,119.2734,114.8641,5.79
300101.SZ,振芯科技,14.2,0.01,0.07,1.72,-2.14,-421.31,4.57,0.07,4090.0,0.058,80.6426,80.3137,5.6791
300102.SZ,乾照光电,16.98,0.02,0.12,-1.74,-6.77,86.39,3.58,0.07,6795.0,0.1152,156.2727,155.4872,9.2033
300103.SZ,达刚控股,8.0,0.01,0.13,5.26,-6.88,-78.83,6.15,0.09,2980.0,0.0238,25.4081,25.3872,3.176
300105.SZ,龙源技术,7.29,-0.06,-0.82,2.1,-6.42,201.69,2.1,0.09,4824.0,0.0352,37.6029,37.5793,5.1581
300106.SZ,西部牧业,10.8,-0.16,-1.46,2.08,-4.27,37.0,5.67,0.26,5596.0,0.061,22.8239,22.8239,2.1133
300107.SZ,建新股份,6.66,-0.05,-0.75,0.6,-4.59,39.15,2.47,0.1,3560.0,0.0238,37.4813,23.16,5.6278
300109.SZ,新开源,13.3,-0.1,-0.75,4.81,-7.65,37.98,2.29,0.11,5800.0,0.0769,76.7219,69.2768,5.7686
300110.SZ,华仁药业,3.75,-0.2,-5.06,39.41,29.66,77.66,5.12,4.59,542650.0,2.0891,44.333,44.3034,11.8221
300111.SZ,向日葵,3.08,-0.04,-1.28,3.7,0.33,-159.91,5.92,0.15,19557.0,0.0605,39.6461,39.6461,12.8721
300112.SZ,万讯自控,11.45,-0.18,-1.55,12.25,18.72,-1254.17,3.17,1.1,29624.0,0.3385,36.6498,30.8835,3.2009
300113.SZ,顺网科技,16.92,-0.43,-2.48,6.89,0.0,36.04,4.35,0.74,37767.0,0.6402,114.0685,86.1262,6.7416
300115.SZ,长盈精密,24.14,-0.12,-0.49,4.14,-2.42,924.94,3.95,0.05,6291.0,0.1522,328.6299,327.6757,13.6135
300118.SZ,东方日升,9.22,-0.01,-0.11,1.77,-4.55,-6.41,1.35,0.08,7027.0,0.0647,105.1093,85.4251,11.4001
300119.SZ,瑞普生物,17.19,-0.03,-0.17,-0.12,-0.64,19.57,1.7,0.05,1562.0,0.0268,79.8913,58.1933,4.6475
300120.SZ,经纬辉开,7.54,0.01,0.13,6.5,-5.39,-52.57,1.75,0.45,23646.0,0.1783,43.3093,39.7451,5.7439
300121.SZ,阳谷华泰,9.79,0.0,0.0,0.82,0.0,36.51,1.23,0.06,2767.0,0.027,43.5889,42.039,4.4524
300122.SZ,智飞生物,13.54,0.19,1.42,9.81,-0.44,-20.04,2.16,0.2,27587.0,0.3705,324.1191,191.4971,23.9379
300123.SZ,ST亚光,4.51,-0.04,-0.88,-3.63,-3.44,-12.14,30.22,0.19,18913.0,0.0849,46.0847,44.8307,10.2183
300124.SZ,汇川技术,53.65,-0.4,-0.74,4.3,-13.35,25.87,3.94,0.06,14012.0,0.7524,1453.7973,1294.2759,27.0978
300125.SZ,聆达股份,8.91,-0.11,-1.22,-2.73,-8.14,116.78,5.5,0.09,3374.0,0.0301,59.3272,32.1437,6.6585
300126.SZ,锐奇股份,6.59,-0.05,-0.75,3.94,-3.66,-34.6,2.04,0.12,2566.0,0.017,20.0308,13.8819,3.0396
300127.SZ,银河磁体,24.34,-0.22,-0.9,0.66,-2.76,33.51,5.23,0.07,1669.0,0.0407,78.6538,56.621,3.2315
300128.SZ,锦富技术,5.11,0.04,0.79,3.44,1.39,-28.34,18.42,0.14,17992.0,0.0915,66.3848,66.2891,12.9912
300129.SZ,泰胜风能,7.47,-0.09,-1.19,-0.27,0.67,202.52,1.45,0.15,11092.0,0.0831,82.8313,53.6877,11.0885
300130.SZ,新国都,18.26,-0.18,-0.98,2.01,-6.07,19.12,2.37,0.1,4336.0,0.0793,103.59,79.3478,5.6731
300131.SZ,英唐智控,15.62,0.04,0.26,-3.28,-8.12,-3060.59,10.43,0.16,17204.0,0.2673,177.29,166.0225,11.3502
300132.SZ,诺斯贝尔,6.25,-0.07,-1.11,3.48,-1.26,28.66,2.14,0.12,5971.0,0.0374,32.2863,31.7551,5.1658
300133.SZ,华策影视,7.41,-0.14,-1.85,5.26,-7.51,41.63,1.87,0.3,49407.0,0.3683,138.9206,123.3024,18.7477
300134.SZ,大富科技,8.56,-0.03,-0.35,1.06,-2.06,-29.05,1.83,0.05,3753.0,0.0321,65.6978,65.6978,7.675
300135.SZ,宝利国际,3.48,-0.04,-1.14,-0.85,-4.66,123.52,3.69,0.1,9530.0,0.0332,32.0717,32.0717,9.216
300136.SZ,信维通信,59.27,0.09,0.15,1.35,-3.12,190.49,7.16,0.13,11029.0,0.6507,573.4779,488.9849,9.6757
300137.SZ,先河环保,11.07,-0.42,-3.66,10.92,-4.74,-139.75,3.68,0.78,41209.0,0.4574,59.3997,58.4332,5.3658
300138.SZ,晨光生物,11.48,-0.09,-0.78,3.89,-0.09,15.53,1.63,0.03,1295.0,0.0149,55.4599,45.7264,4.831
300139.SZ,晓程科技,47.38,0.18,0.38,-4.99,-9.3,116.52,11.01,0.6,13969.0,0.6635,129.8212,110.7077,2.74
300140.SZ,节能环境,5.38,-0.02,-0.37,-0.37,-2.0,14.19,1.17,0.01,4303.0,0.0231,166.7298,166.5253,30.9907
300141.SZ,和顺电气,9.92,-0.11,-1.1,-1.68,-2.85,-227.27,4.12,0.17,4209.0,0.0419,25.5782,25.2628,2.5784
300142.SZ,沃森生物,14.21,0.19,1.36,9.56,4.19,209.69,3.26,0.58,90745.0,1.2824,227.2674,224.2126,15.9935
300143.SZ,盈康生命,7.78,-0.01,-0.13,7.76,0.91,56.16,3.18,0.08,6672.0,0.052,75.6941,64.7492,9.7293
300144.SZ,宋城演艺,5.81,-0.01,-0.17,1.57,-2.03,21.84,2.09,0.04,9305.0,0.054,151.5756,149.9908,26.0887
300145.SZ,南方泵业,5.35,0.2,3.88,8.3,12.08,27.46,3.45,0.72,138073.0,0.7314,102.7329,102.2338,19.2024
300146.SZ,汤臣倍健,9.42,-0.01,-0.11,1.51,-3.98,13.21,1.47,0.02,2655.0,0.025,159.356,105.5811,16.9168
300147.SZ,*ST香雪,6.46,-0.1,-1.52,1.41,2.71,-7.95,-6.8,0.09,6032.0,0.0391,42.7186,42.4825,6.6128
300148.SZ,天舟文化,3.59,-0.08,-2.18,3.16,1.42,56.28,2.88,0.47,39835.0,0.1438,30.2694,30.2537,8.4316
300149.SZ,睿智医药,9.97,-0.01,-0.1,11.52,8.14,-81.22,3.88,0.42,20292.0,0.2014,50.3471,48.0141,5.0499
300150.SZ,世纪瑞尔,4.19,-0.06,-1.41,4.49,-3.9,-115.71,1.56,0.13,5979.0,0.0252,24.5159,19.4275,5.8511
300151.SZ,昌红科技,20.97,-0.23,-1.08,1.9,25.69,276.62,7.29,0.16,5896.0,0.1234,111.6672,77.3159,5.3251
300152.SZ,*ST动力,1.69,0.0,0.0,1.81,-2.31,-101.74,5.75,0.05,3578.0,0.006,12.0463,12.0462,7.128
300153.SZ,科泰电源,27.74,0.13,0.47,9.04,23.64,79.85,9.38,0.24,7750.0,0.2154,88.768,88.3048,3.2
300154.SZ,瑞凌股份,13.94,0.29,2.12,1.6,11.34,77.91,3.66,0.29,9247.0,0.1284,62.668,43.963,4.4956
300155.SZ,安居宝,4.46,-0.06,-1.33,3.96,-3.89,-42.28,2.13,0.24,7825.0,0.0351,25.0308,14.751,5.6123
300157.SZ,新锦动力,3.78,-0.05,-1.31,-1.82,-8.92,-78.36,-19.71,0.25,18696.0,0.0708,29.0371,27.8311,7.6818
300158.SZ,振东制药,5.33,-0.06,-1.11,6.39,2.11,-28.52,1.62,0.17,16903.0,0.0904,52.8898,52.8568,9.923
300159.SZ,新研股份,2.89,-0.04,-1.37,-0.69,-6.77,181.23,3.43,0.09,16900.0,0.0491,95.0932,53.2082,32.9042
300160.SZ,秀强股份,4.42,-0.01,-0.23,1.61,0.0,28.47,1.29,0.05,3631.0,0.0161,34.1642,33.723,7.7295
300161.SZ,华中数控,27.36,-0.14,-0.51,7.46,1.52,-29.78,3.56,0.06,1142.0,0.0313,54.3635,53.4798,1.987
300162.SZ,雷曼光电,8.11,0.24,3.05,7.42,3.06,-62.71,3.96,1.6,54856.0,0.4442,34.0223,27.7472,4.1951
300163.SZ,先锋新材,8.13,0.0,0.0,20.09,6.43,-84.51,7.18,0.36,16336.0,0.1317,38.5362,37.2608,4.74
300164.SZ,通源石油,9.25,-0.22,-2.32,-5.52,-13.99,-110.46,4.01,0.75,43508.0,0.4042,54.4324,53.947,5.8846
300165.SZ,天瑞仪器,5.08,0.0,0.0,0.59,-8.5,64.47,2.37,0.14,5857.0,0.0297,25.172,21.3618,4.9551
300166.SZ,东方国信,12.65,0.07,0.56,4.81,-1.4,-90.39,2.55,0.81,75541.0,0.9557,144.0513,117.822,11.3875
300167.SZ,ST迪威迅,4.02,-0.14,-3.37,4.42,-0.25,-19.64,23.08,0.29,10213.0,0.0414,16.7364,14.2342,4.1633
300168.SZ,万达信息,4.8,-0.07,-1.44,2.56,-5.89,-23.05,7.53,0.1,14663.0,0.0706,69.1502,69.0931,14.4063
300169.SZ,天晟新材,5.53,-0.02,-0.36,-0.18,-6.61,223.94,20.94,0.19,5638.0,0.0313,18.774,16.686,3.3949
300170.SZ,汉得信息,15.88,-0.32,-1.98,4.89,-6.66,87.54,2.84,0.49,48680.0,0.7775,165.2187,157.8908,10.4042
300171.SZ,东富龙,16.0,0.19,1.2,16.03,7.41,56.9,1.55,0.23,13015.0,0.2069,122.5325,90.966,7.6583
300172.SZ,中电环保,4.5,-0.02,-0.44,0.67,-4.47,23.75,1.58,0.11,5764.0,0.026,30.452,23.5581,6.7671
300173.SZ,ST福能,3.34,-0.01,-0.3,1.21,1.52,-18.52,3.18,0.02,1795.0,0.006,24.5398,24.5395,7.3473
300174.SZ,元力股份,18.9,0.21,1.12,0.0,-0.05,33.75,1.94,0.29,10670.0,0.2014,68.8358,68.5839,3.6421
300175.SZ,朗源股份,5.47,-0.07,-1.26,-0.18,-9.29,-95.54,5.25,0.06,2725.0,0.015,25.7528,25.7528,4.708
300176.SZ,鸿特科技,4.4,-0.03,-0.68,2.33,-6.58,-69.0,1.64,0.12,6601.0,0.0291,23.384,23.384,5.3145
300177.SZ,中海达,6.14,-0.07,-1.13,-1.13,-5.55,-53.2,3.66,0.09,5540.0,0.0341,45.692,37.227,7.4417
300179.SZ,四方达,43.3,1.14,2.7,-0.35,17.16,134.51,18.11,1.22,45924.0,1.9722,210.3185,162.655,4.8572
300180.SZ,华峰超纤,4.48,-0.09,-1.97,2.75,-4.06,116.67,1.68,0.15,26123.0,0.1178,78.8955,76.9703,17.6106
300181.SZ,佐力药业,13.1,0.02,0.15,2.1,-1.45,12.25,2.98,0.09,5405.0,0.0708,91.8817,78.9273,7.0139
300182.SZ,捷成股份,5.05,-0.09,-1.75,2.23,-6.51,41.88,1.57,0.35,84218.0,0.4271,134.5232,121.9375,26.6383
300183.SZ,东软载波,11.1,0.02,0.18,0.27,3.16,-88.49,1.66,0.1,3639.0,0.0403,51.3496,41.1907,4.6261
300184.SZ,力源信息,12.18,0.04,0.33,-0.16,-1.85,23.47,2.99,0.14,14733.0,0.179,139.6609,127.8429,11.4664
300185.SZ,通裕重工,2.75,0.0,0.0,-1.79,1.66,71.67,1.57,0.1,36818.0,0.1012,110.9956,105.7776,40.362
300187.SZ,永清环保,4.57,-0.05,-1.08,0.22,-4.99,16.91,2.5,0.05,3500.0,0.0161,29.5049,29.3567,6.4562
300188.SZ,国投智能,10.65,-0.1,-0.93,4.72,1.82,-17.96,3.85,0.15,13217.0,0.1419,91.5343,91.1117,8.5948
300189.SZ,神农种业,6.53,-0.17,-2.54,6.18,3.82,-247.67,9.76,1.32,116795.0,0.7679,66.8672,57.8722,10.24
300190.SZ,维尔利,3.82,-0.03,-0.78,1.33,1.06,56.24,1.16,0.03,3068.0,0.0118,36.217,36.07,9.4809
300191.SZ,潜能恒信,31.61,-0.32,-1.0,-2.32,-16.94,43.01,8.22,0.2,4342.0,0.1375,101.152,69.9197,3.2
300192.SZ,科德教育,20.62,1.0,5.1,12.68,20.82,254.21,9.57,0.8,36314.0,0.7269,95.0171,93.9117,4.608
300193.SZ,佳士科技,7.96,0.01,0.13,2.05,-2.45,21.62,1.63,0.02,878.0,0.007,37.9095,33.2852,4.7625
300194.SZ,福安药业,3.97,-0.02,-0.5,5.31,0.25,24.66,1.07,0.12,11602.0,0.046,47.2316,38.4446,11.8971
300195.SZ,长荣股份,6.2,-0.05,-0.8,2.82,2.65,-112.17,0.98,0.08,2445.0,0.0152,26.2699,19.4623,4.2371
300196.SZ,长海股份,19.67,0.03,0.15,0.72,14.27,25.71,1.72,0.54,13449.0,0.2615,80.4419,48.6174,4.0896
300197.SZ,节能铁汉,1.95,-0.02,-1.02,0.0,-4.41,-1.78,-3.06,0.1,28995.0,0.0567,57.8233,57.8219,29.653
300198.SZ,*ST纳川,2.31,0.0,0.0,2.21,-4.55,-14.41,5.48,0.04,3856.0,0.0089,23.8288,23.6656,10.3155
300199.SZ,翰宇药业,24.04,0.19,0.8,2.17,4.44,44.85,24.97,0.43,32253.0,0.7753,212.3312,179.0304,8.8324
300200.SZ,高盟新材,8.53,0.0,0.0,-0.12,-1.95,35.14,2.26,0.07,2825.0,0.0241,36.762,36.2849,4.3097
300201.SZ,海伦哲,13.63,-0.02,-0.15,6.4,-3.2,53.93,7.28,0.08,8389.0,0.1145,137.5326,136.8067,10.0904
300203.SZ,聚光科技,13.59,-0.01,-0.07,11.48,4.38,-35.42,2.36,0.08,3533.0,0.0483,60.9834,60.9333,4.4874
300204.SZ,舒泰神,20.55,-0.1,-0.48,5.76,-4.11,-151.28,5.47,0.13,6031.0,0.1235,111.2463,93.2281,5.4134
300205.SZ,*ST天喻,5.05,0.01,0.2,3.91,0.4,-15.09,5.62,0.01,364.0,0.0018,21.7178,21.7178,4.3006
300206.SZ,理邦仪器,11.71,0.01,0.09,5.69,-0.59,16.81,3.07,0.05,1832.0,0.0214,67.8786,39.6242,5.7966
300207.SZ,欣旺达,19.28,0.0,0.0,-2.68,10.56,29.55,1.47,0.15,25510.0,0.4918,356.1908,330.4449,18.4746
300209.SZ,行云科技,38.41,0.26,0.68,11.33,9.26,1484.3,37.96,0.52,38782.0,1.4833,356.6891,285.3513,9.2864
300210.SZ,森远股份,7.35,-0.04,-0.54,2.37,-10.61,-60.31,9.97,0.07,3450.0,0.0253,35.5902,35.5902,4.8422
300211.SZ,*ST亿通,7.06,-0.05,-0.7,-0.56,-8.32,-60.51,4.94,0.01,180.0,0.0013,21.4574,21.0728,3.0393
300212.SZ,*ST易录,8.11,0.01,0.12,2.92,3.59,-9.37,-2.58,0.07,4635.0,0.0374,58.3833,57.0822,7.1989
300213.SZ,佳讯飞鸿,6.57,-0.08,-1.2,2.34,1.39,399.52,1.9,0.09,4812.0,0.0318,39.0498,36.3052,5.9436
300214.SZ,日科化学,10.21,-0.07,-0.68,0.1,-17.63,78.4,1.96,0.31,14259.0,0.1452,47.4666,47.4666,4.649
300215.SZ,电科院,6.79,0.3,4.62,7.1,5.43,96.13,2.53,1.12,83777.0,0.5606,50.8635,50.8635,7.4909
300217.SZ,东方电热,4.08,-0.01,-0.24,0.0,-3.78,73.41,1.42,0.01,1823.0,0.0074,60.3015,50.6497,14.7798
300218.SZ,安利股份,12.58,-0.02,-0.16,1.13,-3.46,40.97,1.84,0.06,1210.0,0.0152,27.297,27.2076,2.1699
300219.SZ,鸿利智汇,7.02,0.09,1.3,2.03,-1.96,59.82,1.94,0.26,18618.0,0.1302,49.6976,49.6068,7.0794
300220.SZ,金运激光,11.19,-0.05,-0.44,3.42,-2.95,-176.03,28.8,0.11,1633.0,0.0183,16.9193,16.8991,1.512
300221.SZ,银禧科技,14.25,0.08,0.56,-3.46,1.71,36.15,4.74,0.19,8912.0,0.1263,67.51,65.8375,4.7375
300222.SZ,科大智能,10.16,-0.06,-0.59,0.89,-0.97,42.36,4.33,0.11,7491.0,0.0764,79.4737,66.2547,7.8222
300223.SZ,君正股份,148.68,2.58,1.77,10.91,5.87,31.97,5.63,0.44,18497.0,2.7543,765.6301,628.8175,5.1495
300224.SZ,正海磁材,12.15,-0.03,-0.25,6.77,2.45,41.34,2.22,0.06,5700.0,0.0694,113.0801,112.6275,9.307
300225.SZ,金力泰,8.19,-0.18,-2.15,0.61,12.38,203.55,4.47,0.24,11232.0,0.0924,38.9377,38.6679,4.7543
300226.SZ,上海钢联,17.77,0.06,0.34,7.89,3.81,27.26,2.96,0.36,13162.0,0.2335,67.9642,65.3397,3.8247
300227.SZ,光韵达,10.83,-0.01,-0.09,-3.99,-20.19,218.66,4.05,0.19,8748.0,0.0944,64.521,49.4211,5.9576
300228.SZ,富瑞特装,6.76,-0.06,-0.88,1.2,-5.47,31.64,1.63,0.08,4659.0,0.0315,40.386,37.8818,5.9743
300229.SZ,拓尔思,13.47,-0.26,-1.89,4.26,-0.96,-34.87,3.2,0.22,19583.0,0.2658,117.6767,117.5972,8.7362
300230.SZ,永利股份,4.34,-0.02,-0.46,2.12,-1.81,15.38,1.11,0.05,2938.0,0.0127,35.2935,27.3343,8.1321
