# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,5日涨幅%,本月涨幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
301321.SZ,翰博高新,52.45,1.02,1.98,10.54,22.59,243.12,9.27,0.45,6572.0,0.3432,97.7852,77.4215,1.8643
301322.SZ,绿通科技,44.25,0.26,0.59,1.65,6.39,-716.57,2.21,0.05,587.0,0.0259,63.1252,47.5979,1.4266
301323.SZ,新莱福,77.69,0.6,0.78,0.79,9.83,48.32,3.64,0.15,1042.0,0.0815,82.8054,53.2663,1.0658
301325.SZ,曼恩斯特,31.63,0.02,0.06,3.84,3.25,-26.65,1.75,0.05,704.0,0.0223,45.5132,45.5132,1.4389
301326.SZ,捷邦科技,110.19,1.73,1.6,5.85,0.78,-85.55,6.64,0.16,1163.0,0.1266,80.1188,79.4193,0.7271
301327.SZ,华宝新能,42.48,0.19,0.45,6.79,-0.16,356.81,1.22,0.05,739.0,0.0313,74.0772,60.65,1.7438
301328.SZ,维峰电子,52.26,0.59,1.14,1.42,-5.02,79.02,4.22,0.09,1081.0,0.0562,83.2741,60.1847,1.5935
301329.SZ,信音电子,20.94,0.04,0.19,1.9,5.82,43.2,2.29,0.44,2873.0,0.06,35.6399,13.8288,1.702
301330.SZ,熵基科技,25.72,-0.18,-0.69,2.88,-0.12,37.99,1.77,0.08,1682.0,0.0433,60.5324,52.6408,2.3535
301331.SZ,恩威医药,21.6,-0.33,-1.5,6.19,-1.5,69.35,2.17,0.11,1150.0,0.025,22.2246,22.1597,1.0289
301332.SZ,德尔玛,7.64,-0.04,-0.52,1.33,-4.98,30.69,1.2,0.08,2090.0,0.016,35.2634,20.2338,4.6156
301333.SZ,诺思格,66.57,0.58,0.88,6.46,24.38,72.3,3.22,0.1,942.0,0.062,64.2941,64.2124,0.9658
301335.SZ,天元宠物,25.53,-0.23,-0.89,16.2,11.34,81.06,1.67,0.23,2068.0,0.0529,32.6268,22.5661,1.278
301336.SZ,趣睡科技,43.63,-0.28,-0.64,5.46,7.45,102.79,2.71,0.11,442.0,0.0193,22.646,17.5244,0.519
301337.SZ,亚华电子,29.86,0.11,0.37,14.41,11.95,-216.66,2.86,0.24,2438.0,0.0727,31.1141,30.4374,1.042
301338.SZ,凯格精机,106.4,3.95,3.86,3.6,2.93,57.66,9.24,0.85,9209.0,0.9715,158.4934,115.4812,1.4896
301339.SZ,通行宝,11.77,-0.11,-0.93,7.69,2.8,32.97,2.43,0.05,2860.0,0.0338,68.2916,67.4701,5.8022
301345.SZ,涛涛车业,240.18,-0.81,-0.34,1.21,-0.48,24.23,6.63,0.05,161.0,0.0387,261.9141,84.44,1.0905
301348.SZ,蓝箭电子,22.39,-0.01,-0.04,1.87,2.47,903.73,3.63,0.17,3354.0,0.0753,53.736,43.3199,2.4
301349.SZ,信德新材,47.88,0.1,0.21,3.84,8.25,48.44,2.46,0.27,2313.0,0.1103,68.2283,41.4991,1.425
301353.SZ,普莱得,19.9,-0.05,-0.25,6.47,0.91,33.34,1.96,0.33,1340.0,0.0267,25.2764,8.1245,1.2702
301355.SZ,南王科技,11.92,-0.19,-1.57,4.75,13.89,-92.66,1.59,0.16,2262.0,0.0271,23.2557,16.8922,1.951
301356.SZ,天振股份,20.57,-0.14,-0.68,10.89,-2.45,37.08,1.51,0.23,2923.0,0.0601,44.4312,25.9537,2.16
301357.SZ,北方长龙,97.32,-1.79,-1.81,-0.51,10.1,-172.78,8.27,0.31,1925.0,0.1885,92.6486,60.5111,0.952
301358.SZ,湖南裕能,52.63,-0.42,-0.79,-1.72,-14.98,7.67,2.18,0.09,7236.0,0.3819,446.1612,402.2667,8.4773
301359.SZ,东南电子,19.29,-0.1,-0.52,5.76,3.88,64.54,2.77,0.15,1059.0,0.0205,23.182,13.7243,1.2018
301360.SZ,荣旗科技,69.05,-1.45,-2.06,16.66,17.54,9770.33,4.04,1.36,4628.0,0.3227,48.1869,23.5146,0.6979
301361.SZ,众智科技,27.16,0.03,0.11,4.34,-0.91,38.15,2.52,0.13,751.0,0.0204,31.5969,15.3009,1.1634
301362.SZ,民爆光电,118.81,1.37,1.17,1.71,4.41,156.39,7.07,0.29,1187.0,0.1396,173.3969,48.6464,1.4594
301363.SZ,美好医疗,17.53,0.18,1.04,12.52,8.51,56.12,3.78,0.58,30298.0,0.5269,139.533,91.5119,7.9597
301365.SZ,矩阵股份,35.76,-0.8,-2.19,-5.5,-12.13,120.23,3.71,0.09,1095.0,0.0395,65.2365,44.0287,1.8243
301366.SZ,一博科技,76.14,3.98,5.52,8.79,29.39,124.97,7.24,3.09,36099.0,2.6883,159.5409,89.081,2.0954
301367.SZ,瑞迈特,46.22,0.03,0.06,5.72,-1.53,22.87,1.89,0.04,349.0,0.0161,57.9064,44.4149,1.2528
301368.SZ,丰立智能,38.75,0.04,0.1,9.03,-0.2,-288.41,3.31,0.07,797.0,0.0308,54.6955,46.0584,1.4115
301369.SZ,联动科技,139.44,2.21,1.61,5.4,1.03,305.05,9.28,0.3,1636.0,0.2261,142.7621,76.4927,1.0238
301370.SZ,国科恒泰,8.61,-0.05,-0.58,3.36,-2.49,189.22,1.65,0.01,681.0,0.0059,40.5187,40.5187,4.706
301371.SZ,敷尔佳,21.12,-0.13,-0.61,2.82,-1.49,21.46,1.98,0.12,923.0,0.0196,109.846,16.4684,5.201
301372.SZ,科净源,33.48,-0.62,-1.82,2.42,8.96,152.01,3.09,0.3,1233.0,0.0415,22.9577,13.7839,0.6857
301373.SZ,凌玮科技,127.2,7.64,6.39,-0.47,15.93,101.67,8.24,2.42,16890.0,2.1017,137.9765,88.6017,1.0847
301376.SZ,致欧科技,22.72,0.06,0.26,0.8,6.78,18.59,2.6,0.05,878.0,0.02,91.441,43.9957,4.0247
301377.SZ,鼎泰高科,399.99,1.99,0.5,-2.17,-4.67,124.88,62.84,0.18,1828.0,0.728,1696.1373,395.4338,4.2404
301378.SZ,通达海,25.67,-0.35,-1.35,10.6,0.51,-19.32,2.12,0.22,1382.0,0.0356,24.7972,15.8676,0.966
301379.SZ,天山电子,21.88,0.06,0.27,1.34,-0.23,90.34,4.2,0.2,4305.0,0.094,60.713,47.8471,2.7748
301380.SZ,挖金客,34.11,-0.18,-0.52,5.64,5.19,63.62,4.61,0.1,809.0,0.0276,34.585,28.09,1.0139
301381.SZ,赛维时代,24.72,-0.26,-1.04,8.23,4.7,30.32,3.64,0.1,3988.0,0.099,100.4831,100.3896,4.0648
301382.SZ,蜂助手,37.85,-0.15,-0.39,5.46,-3.21,69.65,5.54,0.27,6354.0,0.2412,107.9964,89.461,2.8533
301383.SZ,天键股份,24.91,-0.11,-0.44,11.06,3.46,-44.49,2.1,0.24,1664.0,0.0413,40.6738,17.59,1.6328
301386.SZ,未来电器,20.81,-0.28,-1.33,8.27,1.21,43.79,1.98,0.31,1400.0,0.0293,29.134,9.3645,1.4
301387.SZ,光大同创,57.62,0.73,1.28,4.31,-0.97,-186.99,3.8,0.33,1400.0,0.0803,61.8274,24.5937,1.073
301388.SZ,欣灵电气,24.98,-0.18,-0.72,3.61,-3.18,87.86,2.63,0.07,522.0,0.0131,25.5914,18.1511,1.0245
301389.SZ,隆扬电子,60.15,0.53,0.89,-2.46,-1.66,205.87,7.63,0.15,4230.0,0.253,170.5252,170.5252,2.835
301390.SZ,经纬股份,45.6,-1.42,-3.02,21.6,35.16,-59.16,2.97,1.95,9575.0,0.439,27.36,22.3696,0.6
301391.SZ,卡莱特,46.01,0.01,0.02,8.44,-3.07,174.34,2.09,0.08,720.0,0.033,43.7163,42.7137,0.9501
301392.SZ,汇成真空,173.42,4.09,2.42,-0.54,-8.42,551.51,23.52,0.77,3122.0,0.5378,173.42,70.7483,1.0
301393.SZ,昊帆生物,67.12,1.44,2.19,14.64,18.78,51.23,3.02,0.93,4076.0,0.2696,72.4896,29.5111,1.08
301395.SZ,仁信新材,12.54,0.06,0.48,9.52,3.21,-14.27,2.12,0.1,1239.0,0.0155,30.4534,16.2206,2.4285
301396.SZ,宏景科技,186.8,-8.19,-4.2,9.52,1.43,146.42,31.05,1.39,19656.0,3.7149,401.4791,264.3347,2.1492
301397.SZ,溯联股份,23.26,-0.07,-0.3,6.02,-9.34,67.17,2.39,0.04,325.0,0.0076,47.0241,21.5059,2.0217
301398.SZ,星源卓镁,39.79,-0.26,-0.65,6.96,11.16,-31.97,4.32,0.04,428.0,0.0171,44.5654,43.4436,1.12
301399.SZ,英特科技,22.75,0.41,1.84,14.84,-4.01,-492.12,3.24,0.63,3470.0,0.0778,42.0921,12.4405,1.8502
301408.SZ,华人健康,15.3,-0.26,-1.67,8.74,4.29,22.52,2.89,0.64,14748.0,0.2278,61.2015,35.0307,4.0001
301413.SZ,安培龙,56.4,-0.33,-0.58,2.86,-6.62,1106.51,4.37,0.14,1057.0,0.0596,77.4891,43.0755,1.3739
301418.SZ,协昌科技,35.03,-0.13,-0.37,4.29,-4.61,296.9,1.6,0.27,828.0,0.029,25.6887,10.8009,0.7333
301419.SZ,阿莱德,48.64,0.16,0.33,14.18,24.55,125.3,7.75,0.52,5834.0,0.2846,72.96,54.527,1.5
301421.SZ,波长光电,81.42,1.1,1.37,2.36,1.28,163.31,7.84,0.43,2592.0,0.2091,94.2176,49.4395,1.1572
301428.SZ,世纪恒通,27.82,-0.46,-1.63,6.84,-3.31,43.9,2.25,0.51,3545.0,0.0994,27.4491,19.3704,0.9867
301429.SZ,森泰股份,17.31,-0.07,-0.4,2.55,-2.8,34.82,1.53,0.19,836.0,0.0145,20.4639,7.6151,1.1822
301439.SZ,泓淋电力,14.35,-0.05,-0.35,-0.28,-4.53,27.24,1.87,0.09,1597.0,0.0229,55.8361,26.2957,3.891
301446.SZ,福事特,41.01,-0.67,-1.61,10.75,10.98,48.92,3.53,0.45,1445.0,0.0599,42.6504,13.0297,1.04
301448.SZ,开创电气,51.31,0.3,0.59,14.89,15.35,426.4,7.71,0.27,1947.0,0.0999,53.6703,36.3701,1.046
301449.SZ,天溯计量,40.98,0.16,0.39,4.17,-11.13,37.02,3.23,0.17,355.0,0.0145,37.4165,8.4187,0.913
301456.SZ,盘古智能,24.49,-0.08,-0.33,1.91,2.65,40.86,1.65,0.1,653.0,0.016,37.2467,16.7883,1.5209
301458.SZ,钧崴电子,39.68,0.66,1.69,1.04,0.71,72.03,6.44,0.53,6187.0,0.2439,105.8133,46.6169,2.6667
301459.SZ,丰茂股份,32.17,-0.09,-0.28,0.16,1.1,37.68,2.62,0.18,474.0,0.0153,33.496,8.396,1.0412
301468.SZ,博盈特焊,32.81,-0.03,-0.09,7.29,-0.97,2185.44,2.44,0.16,1550.0,0.0509,55.4975,31.9909,1.6915
